Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
8,CE,1829,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-08-10,Scientific or technological event,Stephenson's Rocket wins the Rainhill Trials.,Stephenson's Rocket wins the Rainhill Trials.,"October 8, 1829 CE",https://en.wikipedia.org/wiki/October_8,1829-10-08,"October 8, 1829 CE",October 8 — Wikipedia,Exact day in source chronology,"Science, technology and space",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1856,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Asia,GHC-OCT-08-11,Conflict or political event,The Second Opium War between several western powers and China begins with the Arrow Incident.,The Second Opium War between several western powers and China begins with the Arrow Incident.,"October 8, 1856 CE",https://en.wikipedia.org/wiki/October_8,1856-10-08,"October 8, 1856 CE",October 8 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1862,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-08-12,Conflict or political event,American Civil War: The Confederate invasion of Kentucky is halted at the Battle of Perryville.,American Civil War: The Confederate invasion of Kentucky is halted at the Battle of Perryville.,"October 8, 1862 CE",https://en.wikipedia.org/wiki/October_8,1862-10-08,"October 8, 1862 CE",October 8 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1871,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-08-13,Disaster,"Slash-and-burn land management, months of drought, and the passage of a strong cold front cause the Peshtigo Fire, the Great Chicago Fire and the Great Michigan Fires to break out.","Slash-and-burn land management, months of drought, and the passage of a strong cold front cause the Peshtigo Fire, the Great Chicago Fire and the Great Michigan Fires to break out.","October 8, 1871 CE",https://en.wikipedia.org/wiki/October_8,1871-10-08,"October 8, 1871 CE",October 8 — Wikipedia,Exact day in source chronology,Disaster history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1912,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-08-14,Conflict or political event,The First Balkan War begins when Montenegro declares war against the Ottoman Empire.,The First Balkan War begins when Montenegro declares war against the Ottoman Empire.,"October 8, 1912 CE",https://en.wikipedia.org/wiki/October_8,1912-10-08,"October 8, 1912 CE",October 8 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1918,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-08-15,Conflict or political event,"World War I: Corporal Alvin C. York kills 28 German soldiers and captures 132, for which he was awarded the Medal of Honor.","World War I: Corporal Alvin C. York kills 28 German soldiers and captures 132, for which he was awarded the Medal of Honor.","October 8, 1918 CE",https://en.wikipedia.org/wiki/October_8,1918-10-08,"October 8, 1918 CE",October 8 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1921,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-08-16,Cultural or educational event,KDKA in Pittsburgh's Forbes Field conducts the first live broadcast of a football game.,KDKA in Pittsburgh's Forbes Field conducts the first live broadcast of a football game.,"October 8, 1921 CE",https://en.wikipedia.org/wiki/October_8,1921-10-08,"October 8, 1921 CE",October 8 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1939,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-08-17,Conflict or political event,World War II: Germany annexes western Poland.,World War II: Germany annexes western Poland.,"October 8, 1939 CE",https://en.wikipedia.org/wiki/October_8,1939-10-08,"October 8, 1939 CE",October 8 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1941,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-08-18,Conflict or political event,"World War II: During the preliminaries of the Battle of Rostov, German forces reach the Sea of Azov with the capture of Mariupol.","World War II: During the preliminaries of the Battle of Rostov, German forces reach the Sea of Azov with the capture of Mariupol.","October 8, 1941 CE",https://en.wikipedia.org/wiki/October_8,1941-10-08,"October 8, 1941 CE",October 8 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1943,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-08-19,Conflict or political event,"World War II: Around 30 civilians are executed by Friedrich Schubert's paramilitary group in Kallikratis, Crete.","World War II: Around 30 civilians are executed by Friedrich Schubert's paramilitary group in Kallikratis, Crete.","October 8, 1943 CE",https://en.wikipedia.org/wiki/October_8,1943-10-08,"October 8, 1943 CE",October 8 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
8,CE,1944,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-08-20,Conflict or political event,"World War II: Captain Bobbie Brown earns a Medal of Honor for his actions during the Battle of Crucifix Hill, just outside Aachen.","World War II: Captain Bobbie Brown earns a Medal of Honor for his actions during the Battle of Crucifix Hill, just outside Aachen.","October 8, 1944 CE",https://en.wikipedia.org/wiki/October_8,1944-10-08,"October 8, 1944 CE",October 8 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,768,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-01,Political event,Carloman I and Charlemagne are crowned kings of the Franks.,Carloman I and Charlemagne are crowned kings of the Franks.,"October 9, 768 CE",https://en.wikipedia.org/wiki/October_9,0768-10-09,"October 9, 768 CE",October 9 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1238,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-02,Political event,James I of Aragon founds the Kingdom of Valencia.,James I of Aragon founds the Kingdom of Valencia.,"October 9, 1238 CE",https://en.wikipedia.org/wiki/October_9,1238-10-09,"October 9, 1238 CE",October 9 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1410,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-03,Scientific or technological event,The first known mention of the Prague astronomical clock.,The first known mention of the Prague astronomical clock.,"October 9, 1410 CE",https://en.wikipedia.org/wiki/October_9,1410-10-09,"October 9, 1410 CE",October 9 — Wikipedia,Exact day in source chronology,"Science, technology and space",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1594,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Asia,GHC-OCT-09-04,Conflict or political event,"Troops of the Portuguese Empire are defeated on Sri Lanka, bringing an end to the Campaign of Danture.","Troops of the Portuguese Empire are defeated on Sri Lanka, bringing an end to the Campaign of Danture.","October 9, 1594 CE",https://en.wikipedia.org/wiki/October_9,1594-10-09,"October 9, 1594 CE",October 9 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1201,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-05,Historical event,"Robert de Sorbon, French minister and theologian, founded the Collège de Sorbonne (died 1274)","Robert de Sorbon, French minister and theologian, founded the Collège de Sorbonne (died 1274)","October 9, 1201 CE",https://en.wikipedia.org/wiki/October_9,1201-10-09,"October 9, 1201 CE",October 9 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1221,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-06,Historical event,"Salimbene di Adam, Italian historian and scholar (died 1290)","Salimbene di Adam, Italian historian and scholar (died 1290)","October 9, 1221 CE",https://en.wikipedia.org/wiki/October_9,1221-10-09,"October 9, 1221 CE",October 9 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1604,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-07,Historical event,Kepler's Supernova is the most recent supernova to be observed within the Milky Way.,Kepler's Supernova is the most recent supernova to be observed within the Milky Way.,"October 9, 1604 CE",https://en.wikipedia.org/wiki/October_9,1604-10-09,"October 9, 1604 CE",October 9 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1635,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-08,Religious event,Roger Williams is banished from the Massachusetts Bay Colony after religious and policy disagreements.,Roger Williams is banished from the Massachusetts Bay Colony after religious and policy disagreements.,"October 9, 1635 CE",https://en.wikipedia.org/wiki/October_9,1635-10-09,"October 9, 1635 CE",October 9 — Wikipedia,Exact day in source chronology,Religion and philosophy,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1701,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-09,Cultural or educational event,"The Collegiate School of Connecticut (later renamed Yale University) is chartered in Old Saybrook, Connecticut.","The Collegiate School of Connecticut (later renamed Yale University) is chartered in Old Saybrook, Connecticut.","October 9, 1701 CE",https://en.wikipedia.org/wiki/October_9,1701-10-09,"October 9, 1701 CE",October 9 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1708,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-10,Conflict or political event,Peter the Great defeats the Swedes at the Battle of Lesnaya.,Peter the Great defeats the Swedes at the Battle of Lesnaya.,"October 9, 1708 CE",https://en.wikipedia.org/wiki/October_9,1708-10-09,"October 9, 1708 CE",October 9 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1740,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-11,Historical event,"Dutch colonists and Javanese natives begin a massacre of the ethnic Chinese population in Batavia, eventually killing at least 10,000.","Dutch colonists and Javanese natives begin a massacre of the ethnic Chinese population in Batavia, eventually killing at least 10,000.","October 9, 1740 CE",https://en.wikipedia.org/wiki/October_9,1740-10-09,"October 9, 1740 CE",October 9 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1760,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-09-12,Conflict or political event,Seven Years' War: Russian and Austrian troops briefly occupy Berlin.,Seven Years' War: Russian and Austrian troops briefly occupy Berlin.,"October 9, 1760 CE",https://en.wikipedia.org/wiki/October_9,1760-10-09,"October 9, 1760 CE",October 9 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1779,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-09-13,Conflict or political event,American Revolutionary War: A combined Franco-American assault on British defenses during the Siege of Savannah is repulsed with heavy casualties.,American Revolutionary War: A combined Franco-American assault on British defenses during the Siege of Savannah is repulsed with heavy casualties.,"October 9, 1779 CE",https://en.wikipedia.org/wiki/October_9,1779-10-09,"October 9, 1779 CE",October 9 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1911,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-14,Conflict or political event,"An accidental bomb explosion triggers the Wuchang Uprising against the Qing dynasty, beginning the Xinhai Revolution.","An accidental bomb explosion triggers the Wuchang Uprising against the Qing dynasty, beginning the Xinhai Revolution.","October 9, 1911 CE",https://en.wikipedia.org/wiki/October_9,1911-10-09,"October 9, 1911 CE",October 9 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1913,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-15,Disaster,The steamship SS Volturno catches fire in the mid-Atlantic.,The steamship SS Volturno catches fire in the mid-Atlantic.,"October 9, 1913 CE",https://en.wikipedia.org/wiki/October_9,1913-10-09,"October 9, 1913 CE",October 9 — Wikipedia,Exact day in source chronology,Disaster history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1914,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-16,Conflict or political event,World War I: The Siege of Antwerp comes to an end.,World War I: The Siege of Antwerp comes to an end.,"October 9, 1914 CE",https://en.wikipedia.org/wiki/October_9,1914-10-09,"October 9, 1914 CE",October 9 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1918,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-09-17,Conflict or political event,"The Finnish Parliament elects Prince Frederick Charles of Hesse as King of Finland, but he never accedes to the throne due to Germany's defeat in World War I.","The Finnish Parliament elects Prince Frederick Charles of Hesse as King of Finland, but he never accedes to the throne due to Germany's defeat in World War I.","October 9, 1918 CE",https://en.wikipedia.org/wiki/October_9,1918-10-09,"October 9, 1918 CE",October 9 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1919,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-18,Historical event,"The Cincinnati Reds win the World Series, resulting in the Black Sox Scandal.","The Cincinnati Reds win the World Series, resulting in the Black Sox Scandal.","October 9, 1919 CE",https://en.wikipedia.org/wiki/October_9,1919-10-09,"October 9, 1919 CE",October 9 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1934,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-09-19,Political event,"An Ustashe assassin kills King Alexander I of Yugoslavia and Louis Barthou, Foreign Minister of France, in Marseille.","An Ustashe assassin kills King Alexander I of Yugoslavia and Louis Barthou, Foreign Minister of France, in Marseille.","October 9, 1934 CE",https://en.wikipedia.org/wiki/October_9,1934-10-09,"October 9, 1934 CE",October 9 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
9,CE,1936,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-09-20,Historical event,Boulder Dam (later Hoover Dam) begins to generate electricity and transmit it to Los Angeles.,Boulder Dam (later Hoover Dam) begins to generate electricity and transmit it to Los Angeles.,"October 9, 1936 CE",https://en.wikipedia.org/wiki/October_9,1936-10-09,"October 9, 1936 CE",October 9 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,19,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-10-01,Historical event,"The Roman general Germanicus dies near Antioch. He was convinced that the mysterious illness that ended in his death was a result of poisoning by the Syrian governor Gnaeus Calpurnius Piso, whom he had ordered to leave the province.","The Roman general Germanicus dies near Antioch. He was convinced that the mysterious illness that ended in his death was a result of poisoning by the Syrian governor Gnaeus Calpurnius Piso, whom he had ordered to leave t","October 10, 19 CE",https://en.wikipedia.org/wiki/October_10,0019-10-10,"October 10, 19 CE",October 10 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,680,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-02,Conflict or political event,The Battle of Karbala marks the martyrdom of Husayn ibn Ali.,The Battle of Karbala marks the martyrdom of Husayn ibn Ali.,"October 10, 680 CE",https://en.wikipedia.org/wiki/October_10,0680-10-10,"October 10, 680 CE",October 10 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,732,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-10-03,Conflict or political event,"Charles Martel's forces defeat an Umayyad army near Tours, France.","Charles Martel's forces defeat an Umayyad army near Tours, France.","October 10, 732 CE",https://en.wikipedia.org/wiki/October_10,0732-10-10,"October 10, 732 CE",October 10 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1471,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-10-04,Political event,"Sten Sture the Elder, the Regent of Sweden, with the help of farmers and miners, repels an attack by King Christian I of Denmark.","Sten Sture the Elder, the Regent of Sweden, with the help of farmers and miners, repels an attack by King Christian I of Denmark.","October 10, 1471 CE",https://en.wikipedia.org/wiki/October_10,1471-10-10,"October 10, 1471 CE",October 10 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1492,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-05,Historical event,"The crew of Christopher Columbus's ship, the Santa Maria, attempt a mutiny.","The crew of Christopher Columbus's ship, the Santa Maria, attempt a mutiny.","October 10, 1492 CE",https://en.wikipedia.org/wiki/October_10,1492-10-10,"October 10, 1492 CE",October 10 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1575,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-06,Religious event,"Roman Catholic forces under Henry I, Duke of Guise, defeat the Protestants, capturing Philippe de Mornay among others.","Roman Catholic forces under Henry I, Duke of Guise, defeat the Protestants, capturing Philippe de Mornay among others.","October 10, 1575 CE",https://en.wikipedia.org/wiki/October_10,1575-10-10,"October 10, 1575 CE",October 10 — Wikipedia,Exact day in source chronology,Religion and philosophy,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1760,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-07,Political event,"In a treaty with the Dutch colonial authorities, the Ndyuka people of Suriname – descended from escaped slaves– gain territorial autonomy.","In a treaty with the Dutch colonial authorities, the Ndyuka people of Suriname – descended from escaped slaves– gain territorial autonomy.","October 10, 1760 CE",https://en.wikipedia.org/wiki/October_10,1760-10-10,"October 10, 1760 CE",October 10 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1780,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-08,Disaster,"The Great Hurricane of 1780 kills 20,000–30,000 in the Caribbean.","The Great Hurricane of 1780 kills 20,000–30,000 in the Caribbean.","October 10, 1780 CE",https://en.wikipedia.org/wiki/October_10,1780-10-10,"October 10, 1780 CE",October 10 — Wikipedia,Exact day in source chronology,Disaster history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1814,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-10-09,Conflict or political event,War of 1812: The United States Revenue Marine attempts to defend the cutter Eagle from the Royal Navy.,War of 1812: The United States Revenue Marine attempts to defend the cutter Eagle from the Royal Navy.,"October 10, 1814 CE",https://en.wikipedia.org/wiki/October_10,1814-10-10,"October 10, 1814 CE",October 10 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1845,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-10-10,Cultural or educational event,"In Annapolis, Maryland, the Naval School (later the United States Naval Academy) opens with 50 students.","In Annapolis, Maryland, the Naval School (later the United States Naval Academy) opens with 50 students.","October 10, 1845 CE",https://en.wikipedia.org/wiki/October_10,1845-10-10,"October 10, 1845 CE",October 10 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1846,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-11,Scientific or technological event,"Triton, the largest moon of the planet Neptune, is discovered by English astronomer William Lassell.","Triton, the largest moon of the planet Neptune, is discovered by English astronomer William Lassell.","October 10, 1846 CE",https://en.wikipedia.org/wiki/October_10,1846-10-10,"October 10, 1846 CE",October 10 — Wikipedia,Exact day in source chronology,"Science, technology and space",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1868,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-10-12,Conflict or political event,The Ten Years' War begins against Spanish rule in Cuba.,The Ten Years' War begins against Spanish rule in Cuba.,"October 10, 1868 CE",https://en.wikipedia.org/wiki/October_10,1868-10-10,"October 10, 1868 CE",October 10 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1629,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-13,Scientific or technological event,"Richard Towneley, English mathematician and astronomer (died 1707)","Richard Towneley, English mathematician and astronomer (died 1707)","October 10, 1629 CE",https://en.wikipedia.org/wiki/October_10,1629-10-10,"October 10, 1629 CE",October 10 — Wikipedia,Exact day in source chronology,"Science, technology and space",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1903,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-14,Historical event,The Women's Social and Political Union is founded in support of the enfranchisement of British women.,The Women's Social and Political Union is founded in support of the enfranchisement of British women.,"October 10, 1903 CE",https://en.wikipedia.org/wiki/October_10,1903-10-10,"October 10, 1903 CE",October 10 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1911,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-15,Historical event,"The day after a bomb explodes prematurely, the Wuchang Uprising begins against the Chinese monarchy.","The day after a bomb explodes prematurely, the Wuchang Uprising begins against the Chinese monarchy.","October 10, 1911 CE",https://en.wikipedia.org/wiki/October_10,1911-10-10,"October 10, 1911 CE",October 10 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1913,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-10-16,Political event,"U.S. President Woodrow Wilson triggers the explosion of the Gamboa Dike, completing major construction on the Panama Canal.","U.S. President Woodrow Wilson triggers the explosion of the Gamboa Dike, completing major construction on the Panama Canal.","October 10, 1913 CE",https://en.wikipedia.org/wiki/October_10,1913-10-10,"October 10, 1913 CE",October 10 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1918,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-17,Historical event,"RMS Leinster is torpedoed and sunk by UB-123, killing 564, the largest loss of life on the Irish Sea.","RMS Leinster is torpedoed and sunk by UB-123, killing 564, the largest loss of life on the Irish Sea.","October 10, 1918 CE",https://en.wikipedia.org/wiki/October_10,1918-10-10,"October 10, 1918 CE",October 10 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1920,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-10-18,Historical event,The Carinthian plebiscite determines that the larger part of the Duchy of Carinthia should remain part of Austria.,The Carinthian plebiscite determines that the larger part of the Duchy of Carinthia should remain part of Austria.,"October 10, 1920 CE",https://en.wikipedia.org/wiki/October_10,1920-10-10,"October 10, 1920 CE",October 10 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1928,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Asia,GHC-OCT-10-19,Historical event,Chiang Kai-shek becomes Chairman of the Republic of China.,Chiang Kai-shek becomes Chairman of the Republic of China.,"October 10, 1928 CE",https://en.wikipedia.org/wiki/October_10,1928-10-10,"October 10, 1928 CE",October 10 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
10,CE,1933,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-10-20,Historical event,"A United Airlines Boeing 247 is destroyed by sabotage, the first such proven case in the history of commercial aviation.","A United Airlines Boeing 247 is destroyed by sabotage, the first such proven case in the history of commercial aviation.","October 10, 1933 CE",https://en.wikipedia.org/wiki/October_10,1933-10-10,"October 10, 1933 CE",October 10 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
11,CE,1138,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-11-01,Disaster,A massive earthquake strikes Aleppo; it is one of the most destructive earthquakes ever.,A massive earthquake strikes Aleppo; it is one of the most destructive earthquakes ever.,"October 11, 1138 CE",https://en.wikipedia.org/wiki/October_11,1138-10-11,"October 11, 1138 CE",October 11 — Wikipedia,Exact day in source chronology,Disaster history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
