Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
8,CE,2007,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-08-2007-12,event,Space Shuttle program: STS-118 Mission: Endeavour takes off on a mission to the International Space Station.,Space Shuttle program,8 August 2007 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 2007,Wikipedia — August 8,reported,science and technology,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,81
8,CE,1989,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-08-1989-13,event,Space Shuttle program: STS-28 Mission: Space Shuttle Columbia takes off on a secret five-day military mission.,Space Shuttle program,8 August 1989 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 1989,Wikipedia — August 8,reported,science and technology,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,81
8,CE,1919,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-08-1919-14,event,"The Anglo-Afghan Treaty of 1919 is signed. It establishes peaceful relations between Afghanistan and the UK, and confirms the Durand line as the mutual border. In return, the UK is no longer obligated to subsidize the Afghan government.",The Anglo-Afghan Treaty of 1919 is signed,8 August 1919 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 1919,Wikipedia — August 8,reported,political,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,80
8,CE,1831,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-08-1831-15,event,Four hundred Shawnee people agree to relinquish their lands in Ohio in exchange for land west of the Mississippi River in the Treaty of Wapakoneta.,Four hundred Shawnee people agree to relinquish their lands in Ohio in exchange for land west of the Mississippi River in the Treaty of Wapakoneta,8 August 1831 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 1831,Wikipedia — August 8,reported,political,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,80
8,CE,870,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-08-870-16,event,Treaty of Meerssen: King Louis the German and his half-brother Charles the Bald partition the Middle Frankish Kingdom into two larger east and west divisions.,Treaty of Meerssen,8 August 870 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 870,Wikipedia — August 8,reported,political,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,80
8,CE,1897,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-08-1897-17,event,Italian anarchist Michele Angiolillo assassinates Spanish Prime Minister Antonio Cánovas del Castillo.,Italian anarchist Michele Angiolillo assassinates Spanish Prime Minister Antonio Cánovas del Castillo,8 August 1897 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 1897,Wikipedia — August 8,reported,social history,Italy,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,79
8,CE,1993,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Oceania,GHCD-AUG-08-1993-18,event,"The 7.8 M w Guam earthquake shakes the island with a maximum Mercalli intensity of IX (Violent), causing around $250 million in damage and injuring up to 71 people.","The 7.8 M w Guam earthquake shakes the island with a maximum Mercalli intensity of IX (Violent), causing around $250 million in damage and injuring up to 71 people",8 August 1993 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 1993,Wikipedia — August 8,reported,disaster,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,78
8,CE,2007,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-08-2007-19,event,"An EF2 tornado touches down in Kings County and Richmond County, New York, the most powerful tornado in New York to date and the first in Brooklyn since 1889.","An EF2 tornado touches down in Kings County and Richmond County, New York, the most powerful tornado in New York to date and the first in Brooklyn since 1889",8 August 2007 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 2007,Wikipedia — August 8,reported,political,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,77
8,CE,1988,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-08-1988-20,event,The first night baseball game in the history of Chicago's Wrigley Field (game was rained out in the fourth inning).,The first night baseball game in the history of Chicago's Wrigley Field (game was rained out in the fourth inning),8 August 1988 CE,https://en.wikipedia.org/wiki/August_8,08-08,8 August 1988,Wikipedia — August 8,reported,social history,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,77
9,CE,1944,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-09-1944-01,event,The United States Forest Service and the Wartime Advertising Council release posters featuring Smokey Bear for the first time.,The United States Forest Service and the Wartime Advertising Council release posters featuring Smokey Bear for the first time,9 August 1944 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1944,Wikipedia — August 9,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1944,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-09-1944-02,event,"World War II: Continuation War: The Vyborg–Petrozavodsk Offensive, the largest offensive launched by Soviet Union against Finland during the Second World War, ends to a strategic stalemate. Both Finnish and Soviet troops at the Finnish front dig to defensive positions, and the front remains stable until the end of the war.",World War II,9 August 1944 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1944,Wikipedia — August 9,reported,military,Russia,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1942,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-09-1942-03,event,World War II: Battle of Savo Island: Allied naval forces protecting their amphibious forces during the initial stages of the Battle of Guadalcanal are surprised and defeated by an Imperial Japanese Navy cruiser force.,World War II,9 August 1942 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1942,Wikipedia — August 9,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1925,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-09-1925-04,event,"A train robbery takes place in Kakori, near Lucknow, India, by the Indian independence revolutionaries, against the British government.","A train robbery takes place in Kakori, near Lucknow, India, by the Indian independence revolutionaries, against the British government",9 August 1925 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1925,Wikipedia — August 9,reported,political,United Kingdom,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1877,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-09-1877-05,event,American Indian Wars: Battle of the Big Hole: A small band of Nez Percé Indians clash with the United States Army.,American Indian Wars,9 August 1877 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1877,Wikipedia — August 9,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1862,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-09-1862-06,event,"American Civil War: Battle of Cedar Mountain: At Cedar Mountain, Virginia, Confederate General Stonewall Jackson narrowly defeats Union forces under General John Pope.",American Civil War,9 August 1862 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1862,Wikipedia — August 9,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1855,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-09-1855-07,event,Åland War: The Battle of Suomenlinna begins.,Åland War,9 August 1855 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1855,Wikipedia — August 9,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1814,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-09-1814-08,event,"American Indian Wars: The Creek sign the Treaty of Fort Jackson, giving up huge parts of Alabama and Georgia.",American Indian Wars,9 August 1814 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1814,Wikipedia — August 9,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1610,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-09-1610-09,event,The First Anglo-Powhatan War begins in colonial Virginia.,The First Anglo-Powhatan War begins in colonial Virginia,9 August 1610 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1610,Wikipedia — August 9,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,378,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-09-378-10,event,Gothic War: Battle of Adrianople: A large Roman army led by Emperor Valens is defeated by the Visigoths. Valens is killed along with over half of his army.,Gothic War,9 August 378 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 378,Wikipedia — August 9,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,BCE,48,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Africa,GHCD-AUG-09-48-11,event,Caesar's Civil War: Battle of Pharsalus: Julius Caesar decisively defeats Pompey at Pharsalus and Pompey flees to Egypt.,Caesar's Civil War,9 August 48 BCE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 48 BC,Wikipedia — August 9,reported,military,Egypt,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
9,CE,1973,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-09-1973-12,event,Mars 7 is launched from the USSR.,Mars 7 is launched from the USSR,9 August 1973 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1973,Wikipedia — August 9,reported,science and technology,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,92
9,CE,1945,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-09-1945-13,event,"World War II: Nagasaki is devastated when an atomic bomb, Fat Man, is dropped by the United States B-29 Bockscar. Thirty-five thousand people are killed outright, including 23,200–28,200 Japanese war workers, 2,000 Korean forced workers, and 150 Japanese soldiers.",World War II,9 August 1945 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1945,Wikipedia — August 9,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
9,CE,1945,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-09-1945-14,event,World War II: The Red Army invades Japanese-occupied Manchuria.,World War II,9 August 1945 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1945,Wikipedia — August 9,reported,military,Japan,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
9,CE,1902,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-09-1902-15,event,Edward VII and Alexandra of Denmark are crowned King and Queen of the United Kingdom of Great Britain and Ireland.,Edward VII and Alexandra of Denmark are crowned King and Queen of the United Kingdom of Great Britain and Ireland,9 August 1902 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1902,Wikipedia — August 9,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
9,CE,1638,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-09-1638-16,event,An army under Bernard of Saxe-Weimar defeats imperial troops at the battle of Wittenweiher.,An army under Bernard of Saxe-Weimar defeats imperial troops at the battle of Wittenweiher,9 August 1638 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1638,Wikipedia — August 9,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
9,CE,1500,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Middle East,GHCD-AUG-09-1500-17,event,"Ottoman–Venetian War (1499–1503): The Ottomans capture Methoni, Messenia.",Ottoman–Venetian War (1499–1503),9 August 1500 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1500,Wikipedia — August 9,reported,military,Turkey,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
9,CE,1842,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-09-1842-18,event,"The Webster–Ashburton Treaty is signed, establishing the United States–Canada border east of the Rocky Mountains.","The Webster–Ashburton Treaty is signed, establishing the United States–Canada border east of the Rocky Mountains",9 August 1842 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1842,Wikipedia — August 9,reported,political,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,80
9,CE,1974,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-09-1974-19,event,"As a direct result of the Watergate scandal, Richard Nixon becomes the first president of the United States to resign from office. Vice President Gerald Ford becomes president.","As a direct result of the Watergate scandal, Richard Nixon becomes the first president of the United States to resign from office",9 August 1974 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1974,Wikipedia — August 9,reported,political,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,77
9,CE,1971,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-09-1971-20,event,"The Troubles: In Northern Ireland, the British authorities launch Operation Demetrius. The operation involves the mass arrest and internment without trial of individuals suspected of being affiliated with the Irish Republican Army (PIRA). Mass riots follow, and thousands of people flee or are forced out of their homes.",The Troubles,9 August 1971 CE,https://en.wikipedia.org/wiki/August_9,08-09,9 August 1971,Wikipedia — August 9,reported,military,United Kingdom,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,77
10,CE,1953,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-10-1953-01,event,First Indochina War: The French Union withdraws its forces from Operation Camargue against the Viet Minh in central Vietnam.,First Indochina War,10 August 1953 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1953,Wikipedia — August 10,reported,military,France,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1944,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Oceania,GHCD-AUG-10-1944-02,event,World War II: The Battle of Guam in the Pacific comes to an effective end.,World War II,10 August 1944 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1944,Wikipedia — August 10,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1944,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-10-1944-03,event,World War II: The Battle of Narva on the Eastern Front ends with a defensive German victory.,World War II,10 August 1944 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1944,Wikipedia — August 10,reported,military,Germany,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1920,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Middle East,GHCD-AUG-10-1920-04,event,World War I: Ottoman sultan Mehmed VI's representatives sign the Treaty of Sèvres that divides up the Ottoman Empire between the Allies.,World War I,10 August 1920 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1920,Wikipedia — August 10,reported,military,Turkey,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1913,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-10-1913-05,event,"Second Balkan War: Delegates from Bulgaria, Romania, Serbia, Montenegro, and Greece sign the Treaty of Bucharest, ending the war.",Second Balkan War,10 August 1913 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1913,Wikipedia — August 10,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1904,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-10-1904-06,event,Russo-Japanese War: The Battle of the Yellow Sea between the Russian and Japanese battleship fleets takes place.,Russo-Japanese War,10 August 1904 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1904,Wikipedia — August 10,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1861,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-10-1861-07,event,"American Civil War: Battle of Wilson's Creek: A mixed force of Confederate, Missouri State Guard, and Arkansas State troops defeat outnumbered attacking Union forces in the southwestern part of Missouri.",American Civil War,10 August 1861 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1861,Wikipedia — August 10,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1808,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-10-1808-08,event,Finnish War: Swedish forces led by General von Döbeln defeat Russian forces led by General Šepelev in the Battle of Kauhajoki.,Finnish War,10 August 1808 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1808,Wikipedia — August 10,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1792,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-10-1792-09,event,French Revolution: Storming of the Tuileries Palace: Louis XVI is arrested and taken into custody as his Swiss Guards are massacred by the Parisian mob.,French Revolution,10 August 1792 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1792,Wikipedia — August 10,reported,social history,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1641,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-10-1641-10,event,"The Treaty of London between England and Scotland, ending the Bishops' Wars, is signed.","The Treaty of London between England and Scotland, ending the Bishops' Wars, is signed",10 August 1641 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1641,Wikipedia — August 10,reported,military,United Kingdom,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1557,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-10-1557-11,event,Battle of St. Quentin: Spanish victory over the French in the Italian War of 1551–59.,Battle of St. Quentin,10 August 1557 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1557,Wikipedia — August 10,reported,military,France,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,1512,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-10-1512-12,event,"The naval Battle of Saint-Mathieu, during the War of the League of Cambrai, sees the simultaneous destruction of the Breton ship La Cordelière and the English ship The Regent.","The naval Battle of Saint-Mathieu, during the War of the League of Cambrai, sees the simultaneous destruction of the Breton ship La Cordelière and the English ship The Regent",10 August 1512 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1512,Wikipedia — August 10,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
10,CE,2001,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-10-2001-13,event,"Space Shuttle program: The Space Shuttle Discovery is launched on STS-105 to the International Space Station, carrying the astronauts of Expedition 3 to replace the crew of Expedition 2.",Space Shuttle program,10 August 2001 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 2001,Wikipedia — August 10,reported,science and technology,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,93
10,CE,1988,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-10-1988-14,event,"Japanese American internment: U.S. President Ronald Reagan signs the Civil Liberties Act of 1988, providing $20,000 payments to Japanese Americans who were either interned in or relocated by the United States during World War II.",Japanese American internment,10 August 1988 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1988,Wikipedia — August 10,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
10,CE,1961,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-10-1961-15,event,"Vietnam War: The U.S. Army begins Operation Ranch Hand, spraying an estimated 20 million US gallons (76,000 m 3) of defoliants and herbicides over rural areas of South Vietnam in an attempt to deprive the Viet Cong of food and vegetation cover.",Vietnam War,10 August 1961 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1961,Wikipedia — August 10,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
10,CE,1937,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-10-1937-16,event,Spanish Civil War: The Regional Defence Council of Aragon is dissolved by the Second Spanish Republic.,Spanish Civil War,10 August 1937 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1937,Wikipedia — August 10,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
10,CE,1905,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-10-1905-17,event,"Russo-Japanese War: Peace negotiations begin in Portsmouth, New Hampshire.",Russo-Japanese War,10 August 1905 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1905,Wikipedia — August 10,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
10,CE,1864,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-10-1864-18,event,"After Uruguay's governing Blanco Party refuses Brazil's demands, José Antônio Saraiva announces that the Brazilian military will begin reprisals, beginning the Uruguayan War.","After Uruguay's governing Blanco Party refuses Brazil's demands, José Antônio Saraiva announces that the Brazilian military will begin reprisals, beginning the Uruguayan War",10 August 1864 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1864,Wikipedia — August 10,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
10,CE,1741,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-10-1741-19,event,"King Marthanda Varma of Travancore defeats the Dutch East India Company at the Battle of Colachel, effectively bringing about the end of the Dutch colonial rule in India.","King Marthanda Varma of Travancore defeats the Dutch East India Company at the Battle of Colachel, effectively bringing about the end of the Dutch colonial rule in India",10 August 1741 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1741,Wikipedia — August 10,reported,military,India,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
10,CE,1628,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-10-1628-20,event,The Swedish warship Vasa sinks on her maiden voyage off Stockholm.,The Swedish warship Vasa sinks on her maiden voyage off Stockholm,10 August 1628 CE,https://en.wikipedia.org/wiki/August_10,08-10,10 August 1628,Wikipedia — August 10,reported,military,,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
11,CE,1960,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Africa,GHCD-AUG-11-1960-01,event,Chad declares independence from France.,Chad declares independence from France,11 August 1960 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1960,Wikipedia — August 11,reported,political,France,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
11,CE,1920,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-11-1920-02,event,"The Latvian–Soviet Peace Treaty, which relinquished Russia's authority and pretenses to Latvia, is signed, ending the Latvian War of Independence.","The Latvian–Soviet Peace Treaty, which relinquished Russia's authority and pretenses to Latvia, is signed, ending the Latvian War of Independence",11 August 1920 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1920,Wikipedia — August 11,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
11,CE,1918,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-11-1918-03,event,World War I: The Battle of Amiens ends.,World War I,11 August 1918 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1918,Wikipedia — August 11,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
11,CE,1813,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-11-1813-04,event,"In Colombia, Juan del Corral declares the independence of Antioquia.","In Colombia, Juan del Corral declares the independence of Antioquia",11 August 1813 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1813,Wikipedia — August 11,reported,political,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
11,CE,1812,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-11-1812-05,event,Peninsular War: French troops engage British- Portuguese forces in the Battle of Majadahonda.,Peninsular War,11 August 1812 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1812,Wikipedia — August 11,reported,military,United States,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
11,CE,1685,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-11-1685-06,event,Morean War: The 49-day Siege of Coron ends with the surrender and massacre of its garrison by the Venetians.,Morean War,11 August 1685 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1685,Wikipedia — August 11,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
11,CE,1675,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-11-1675-07,event,Franco-Dutch War: Forces of the Holy Roman Empire defeat the French in the Battle of Konzer Brücke.,Franco-Dutch War,11 August 1675 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1675,Wikipedia — August 11,reported,military,France,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
11,CE,1332,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-11-1332-08,event,"Wars of Scottish Independence: Battle of Dupplin Moor: Scots under Domhnall II, Earl of Mar are routed by Edward Balliol.",Wars of Scottish Independence,11 August 1332 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1332,Wikipedia — August 11,reported,military,,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,95
11,CE,1962,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Europe,GHCD-AUG-11-1962-09,event,Vostok 3 launches from the Baikonur Cosmodrome and cosmonaut Andrian Nikolayev becomes the first person to float in microgravity.,Vostok 3 launches from the Baikonur Cosmodrome and cosmonaut Andrian Nikolayev becomes the first person to float in microgravity,11 August 1962 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1962,Wikipedia — August 11,reported,social history,Italy,Gregorian date-page convention,meets target,international,secondary reference with citations,20,date-page verified,20,89
11,CE,1975,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Americas,GHCD-AUG-11-1975-10,event,"East Timor: Governor Mário Lemos Pires of Portuguese Timor abandons the capital Dili, following a coup by the Timorese Democratic Union (UDT) and the outbreak of civil war between UDT and Fretilin.",East Timor,11 August 1975 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1975,Wikipedia — August 11,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
11,CE,1972,August,Selection from the date-page events list; consult linked citations for primary-source verification.,Asia,GHCD-AUG-11-1972-11,event,Vietnam War: The last United States ground combat unit leaves South Vietnam.,Vietnam War,11 August 1972 CE,https://en.wikipedia.org/wiki/August_11,08-11,11 August 1972,Wikipedia — August 11,reported,military,United States,Gregorian date-page convention,meets target,regional,secondary reference with citations,20,date-page verified,20,83
