Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,City location,Original date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
6,CE,1918,February,Applied to women over 30 meeting minimum property qualifications. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-06-1918-08,social_history,"British women over the age of 30 who meet minimum property qualifications, get the right to vote when Representation of the People Act 1918 is passed by Parliament.","British women over the age of 30 who meet minimum property qualifications, get the right to vote when Representation of the People Act 1918 is passed by Parliament.",6 February 1918 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,London,"Not separately stated; listed as February 6, 1918",Wikipedia — February 6,,exact,Women's suffrage,United Kingdom,Gregorian calendar date-page normalization,meets target,,Representation of the People Act 1918,national,Wikipedia date-page; single-source verification,20,verified—single source,20,9
6,CE,1922,February,Limited naval armaments of the five signatory powers. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,multi-regional,FEB-06-1922-09,war,"The Washington Naval Treaty is signed in Washington, D.C., limiting the naval armaments of United States, Britain, Japan, France, and Italy.","The Washington Naval Treaty is signed in Washington, D.C., limiting the naval armaments of United States, Britain, Japan, France, and Italy.",6 February 1922 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,"Washington, D.C.","Not separately stated; listed as February 6, 1922",Wikipedia — February 6,,exact,Washington Naval Treaty,United States; United Kingdom; Japan; France; Italy,Gregorian calendar date-page normalization,meets target,,Washington Naval Treaty,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
6,CE,1934,February,Far-right leagues rallied in an attempted coup. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-06-1934-10,political,"Far-right leagues rally in front of the Palais Bourbon in an attempted coup against the French Third Republic, creating a political crisis in France.","Far-right leagues rally in front of the Palais Bourbon in an attempted coup against the French Third Republic, creating a political crisis in France.",6 February 1934 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,Paris,"Not separately stated; listed as February 6, 1934",Wikipedia — February 6,,exact,French political crisis,France,Gregorian calendar date-page normalization,meets target,,French Third Republic,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
6,CE,1952,February,Succession occurred upon the death of George VI. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,multi-regional,FEB-06-1952-11,political,"Elizabeth II becomes Queen of the United Kingdom and her other Realms and Territories and Head of the Commonwealth upon the death of her father, George VI. At the exact moment of succession, she was in a tree house at the Treetops Hotel in Kenya.","Elizabeth II becomes Queen of the United Kingdom and her other Realms and Territories and Head of the Commonwealth upon the death of her father, George VI. At the exact moment of succession, she was in a tree house at the Treetops Hotel in Kenya.",6 February 1952 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,"Treetops Hotel, Kenya","Not separately stated; listed as February 6, 1952",Wikipedia — February 6,,exact,Elizabeth II succeeds George VI,United Kingdom; Kenya,Gregorian calendar date-page normalization,meets target,Elizabeth II; George VI,British monarchy,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
6,CE,1958,February,Eight Manchester United F.C. players and 15 other passengers were killed. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-06-1958-12,disaster,Eight Manchester United F.C. players and 15 other passengers are killed in the Munich air disaster.,Eight Manchester United F.C. players and 15 other passengers are killed in the Munich air disaster.,6 February 1958 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,Munich,"Not separately stated; listed as February 6, 1958",Wikipedia — February 6,,exact,Munich air disaster,Germany; United Kingdom,Gregorian calendar date-page normalization,meets target,Manchester United F.C. players,Munich air disaster,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
6,CE,1959,February,First patent for an integrated circuit. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-06-1959-13,technology,Jack Kilby of Texas Instruments files the first patent for an integrated circuit.,Jack Kilby of Texas Instruments files the first patent for an integrated circuit.,6 February 1959 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,,"Not separately stated; listed as February 6, 1959",Wikipedia — February 6,,exact,Integrated circuit patent,United States,Gregorian calendar date-page normalization,meets target,Jack Kilby,Integrated circuit,global,Wikipedia date-page; single-source verification,20,verified—single source,20,10
6,CE,1989,February,Marked the beginning of the overthrow of communism in Eastern Europe. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-06-1989-14,political,"The Round Table Talks start in Poland, thus marking the beginning of the overthrow of communism in Eastern Europe.","The Round Table Talks start in Poland, thus marking the beginning of the overthrow of communism in Eastern Europe.",6 February 1989 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,Warsaw,"Not separately stated; listed as February 6, 1989",Wikipedia — February 6,,exact,Polish Round Table Talks,Poland,Gregorian calendar date-page normalization,meets target,,Poland,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
6,CE,2000,February,Forced the separatist Chechen Republic of Ichkeria government into exile. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-06-2000-15,war,"Second Chechen War: Russia captures Grozny, Chechnya, forcing the separatist Chechen Republic of Ichkeria government into exile.","Second Chechen War: Russia captures Grozny, Chechnya, forcing the separatist Chechen Republic of Ichkeria government into exile.",6 February 2000 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,Grozny,"Not separately stated; listed as February 6, 2000",Wikipedia — February 6,,exact,Capture of Grozny,Russia,Gregorian calendar date-page normalization,meets target,,Second Chechen War,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
6,CE,2006,February,Stephen Harper becomes Prime Minister of Canada. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,North America,FEB-06-2006-20,political event,Stephen Harper becomes Prime Minister of Canada.,Stephen Harper becomes Prime Minister of Canada.,6 February 2006 CE,https://en.wikipedia.org/wiki/February_6,,--02-06,None,"Not separately stated; listed as February 6, 2006",Wikipedia — February 6,,exact,government and politics,Canada,Gregorian calendar date-page normalization,meets target,['Stephen Harper'],Government of Canada,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,457,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-07-0457-01,political,Leo I becomes the Eastern Roman emperor.,Leo I becomes the Eastern Roman emperor.,7 February 457 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Constantinople,"Not separately stated; listed as February 7, 457",Wikipedia — February 7,,exact,imperial accession,Türkiye,Gregorian calendar date-page normalization,meets target,Leo I,Eastern Roman Empire,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1301,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-07-1301-02,political,Edward of Caernarvon (later King Edward II of England) becomes the first English Prince of Wales.,Edward of Caernarvon (later King Edward II of England) becomes the first English Prince of Wales.,7 February 1301 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,,"Not separately stated; listed as February 7, 1301",Wikipedia — February 7,,exact,creation of principality,United Kingdom,Gregorian calendar date-page normalization,meets target,Edward of Caernarvon,Principality of Wales,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
7,CE,1497,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-07-1497-03,religion,"In Florence, Italy, supporters of Girolamo Savonarola burn cosmetics, art, and books, in a "" Bonfire of the vanities"".","In Florence, Italy, supporters of Girolamo Savonarola burn cosmetics, art, and books, in a "" Bonfire of the vanities"".",7 February 1497 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Florence,"Not separately stated; listed as February 7, 1497",Wikipedia — February 7,,exact,Bonfire of the Vanities,Italy,Gregorian calendar date-page normalization,meets target,Girolamo Savonarola,Florentine religious movement,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,7
7,CE,1783,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-07-1783-04,war,American Revolutionary War: French and Spanish forces lift the Great Siege of Gibraltar.,American Revolutionary War: French and Spanish forces lift the Great Siege of Gibraltar.,7 February 1783 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Gibraltar,"Not separately stated; listed as February 7, 1783",Wikipedia — February 7,,exact,Siege of Gibraltar,United Kingdom;Spain,Gregorian calendar date-page normalization,meets target,,American Revolutionary War,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1795,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-07-1795-05,political,The 11th Amendment to the United States Constitution is ratified.,The 11th Amendment to the United States Constitution is ratified.,7 February 1795 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,,"Not separately stated; listed as February 7, 1795",Wikipedia — February 7,,exact,constitutional amendment,United States,Gregorian calendar date-page normalization,meets target,,United States Constitution,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1807,February,The battle continued the next day. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-07-1807-06,war,"Napoleonic Wars: Napoleon finds Bennigsen's Russian forces taking a stand at Eylau. After bitter fighting, the French take the town, but the Russians resume the battle the next day.","Napoleonic Wars: Napoleon finds Bennigsen's Russian forces taking a stand at Eylau. After bitter fighting, the French take the town, but the Russians resume the battle the next day.",7 February 1807 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Eylau,"Not separately stated; listed as February 7, 1807",Wikipedia — February 7,,exact,Battle of Eylau,Russia,Gregorian calendar date-page normalization,meets target,Napoleon;Bennigsen,Napoleonic Wars,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1812,February,The strongest in a series of earthquakes. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-07-1812-07,disaster,"The strongest in a series of earthquakes strikes New Madrid, Missouri.","The strongest in a series of earthquakes strikes New Madrid, Missouri.",7 February 1812 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,"New Madrid, Missouri","Not separately stated; listed as February 7, 1812",Wikipedia — February 7,,exact,New Madrid earthquake,United States,Gregorian calendar date-page normalization,meets target,,New Madrid seismic sequence,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1819,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-07-1819-08,exploration,"Sir Thomas Stamford Raffles leaves Singapore after just taking it over, leaving it in the hands of William Farquhar.","Sir Thomas Stamford Raffles leaves Singapore after just taking it over, leaving it in the hands of William Farquhar.",7 February 1819 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Singapore,"Not separately stated; listed as February 7, 1819",Wikipedia — February 7,,exact,Singapore takeover,Singapore,Gregorian calendar date-page normalization,meets target,Thomas Stamford Raffles;William Farquhar,Singapore,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1854,February,"Lectures started October 16, 1855. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Europe,FEB-07-1854-09,education,"A law is approved to found the Swiss Federal Institute of Technology. Lectures started October 16, 1855.","A law is approved to found the Swiss Federal Institute of Technology. Lectures started October 16, 1855.",7 February 1854 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Zürich,"Not separately stated; listed as February 7, 1854",Wikipedia — February 7,,exact,technical institute founding,Switzerland,Gregorian calendar date-page normalization,meets target,,Swiss Federal Institute of Technology,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1863,February,189 people were killed. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Oceania,FEB-07-1863-10,disaster,"HMS Orpheus sinks off the coast of Auckland, New Zealand, killing 189.","HMS Orpheus sinks off the coast of Auckland, New Zealand, killing 189.",7 February 1863 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Auckland,"Not separately stated; listed as February 7, 1863",Wikipedia — February 7,,exact,naval sinking,New Zealand,Gregorian calendar date-page normalization,meets target,,HMS Orpheus,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
7,CE,1898,February,Zola was tried for libel after publishing J'Accuse...!. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-07-1898-11,political,Dreyfus affair: Émile Zola is brought to trial for libel for publishing J'Accuse...!,Dreyfus affair: Émile Zola is brought to trial for libel for publishing J'Accuse...!,7 February 1898 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,,"Not separately stated; listed as February 7, 1898",Wikipedia — February 7,,exact,Dreyfus affair trial,France,Gregorian calendar date-page normalization,meets target,Émile Zola,Dreyfus affair,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
7,CE,1900,February,British troops failed in their third attempt to lift the siege. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Africa,FEB-07-1900-12,war,Second Boer War: British troops fail in their third attempt to lift the Siege of Ladysmith.,Second Boer War: British troops fail in their third attempt to lift the Siege of Ladysmith.,7 February 1900 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Ladysmith,"Not separately stated; listed as February 7, 1900",Wikipedia — February 7,,exact,Siege of Ladysmith,South Africa;United Kingdom,Gregorian calendar date-page normalization,meets target,,Second Boer War,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1900,February,A Chinese immigrant fell ill. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-07-1900-13,medicine,A Chinese immigrant in San Francisco falls ill to bubonic plague in the first plague epidemic in the continental United States.,A Chinese immigrant in San Francisco falls ill to bubonic plague in the first plague epidemic in the continental United States.,7 February 1900 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,San Francisco,"Not separately stated; listed as February 7, 1900",Wikipedia — February 7,,exact,plague epidemic,United States,Gregorian calendar date-page normalization,meets target,,First plague epidemic in the continental United States,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1904,February,"Over 1,500 buildings were destroyed in 30 hours. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Americas,FEB-07-1904-14,disaster,"The Great Baltimore Fire begins in Baltimore, Maryland; it destroys over 1,500 buildings in 30 hours.","The Great Baltimore Fire begins in Baltimore, Maryland; it destroys over 1,500 buildings in 30 hours.",7 February 1904 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Baltimore,"Not separately stated; listed as February 7, 1904",Wikipedia — February 7,,exact,Great Baltimore Fire,United States,Gregorian calendar date-page normalization,meets target,,Great Baltimore Fire,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1943,February,Operation Ke ended Japanese attempts to retake the island. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Oceania,FEB-07-1943-15,war,"World War II: Imperial Japanese Navy forces complete the evacuation of Imperial Japanese Army troops from Guadalcanal during Operation Ke, ending Japanese attempts to retake the island from Allied forces in the Guadalcanal campaign.","World War II: Imperial Japanese Navy forces complete the evacuation of Imperial Japanese Army troops from Guadalcanal during Operation Ke, ending Japanese attempts to retake the island from Allied forces in the Guadalcanal campaign.",7 February 1943 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Guadalcanal,"Not separately stated; listed as February 7, 1943",Wikipedia — February 7,,exact,Guadalcanal evacuation,Solomon Islands;Japan;United States,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
7,CE,1974,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-07-1974-16,independence,Grenada gains independence from the United Kingdom.,Grenada gains independence from the United Kingdom.,7 February 1974 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,,"Not separately stated; listed as February 7, 1974",Wikipedia — February 7,,exact,independence from the United Kingdom,Grenada;United Kingdom,Gregorian calendar date-page normalization,meets target,,Grenada,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
7,CE,1984,February,First untethered space walk using the Manned Maneuvering Unit. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,multi-regional,FEB-07-1984-17,space,Space Shuttle program: STS-41-B Mission: astronauts Bruce McCandless II and Robert L. Stewart make the first untethered space walk using the Manned Maneuvering Unit (MMU).,Space Shuttle program: STS-41-B Mission: astronauts Bruce McCandless II and Robert L. Stewart make the first untethered space walk using the Manned Maneuvering Unit (MMU).,7 February 1984 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,,"Not separately stated; listed as February 7, 1984",Wikipedia — February 7,,exact,untethered spacewalk,United States,Gregorian calendar date-page normalization,meets target,Bruce McCandless II;Robert L. Stewart,Space Shuttle program,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
7,CE,1990,February,The Central Committee agreed to give up its monopoly on power. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-07-1990-18,political,Dissolution of the Soviet Union: The Central Committee of the Soviet Communist Party agrees to give up its monopoly on power.,Dissolution of the Soviet Union: The Central Committee of the Soviet Communist Party agrees to give up its monopoly on power.,7 February 1990 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,,"Not separately stated; listed as February 7, 1990",Wikipedia — February 7,,exact,end of Communist Party monopoly,Russia,Gregorian calendar date-page normalization,meets target,,Soviet Communist Party,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
7,CE,1992,February,The treaty led to the creation of the European Union. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-07-1992-19,political,"The Maastricht Treaty is signed, leading to the creation of the European Union.","The Maastricht Treaty is signed, leading to the creation of the European Union.",7 February 1992 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,Maastricht,"Not separately stated; listed as February 7, 1992",Wikipedia — February 7,,exact,Maastricht Treaty,Netherlands;European Union member states,Gregorian calendar date-page normalization,meets target,,European Union,global,Wikipedia date-page; single-source verification,20,verified—single source,20,10
7,CE,2001,February,Space Shuttle Atlantis carried the Destiny laboratory module. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,multi-regional,FEB-07-2001-20,space,"Space Shuttle program: Space Shuttle Atlantis is launched on mission STS-98, carrying the Destiny laboratory module to the International Space Station.","Space Shuttle program: Space Shuttle Atlantis is launched on mission STS-98, carrying the Destiny laboratory module to the International Space Station.",7 February 2001 CE,https://en.wikipedia.org/wiki/February_7,,--02-07,,"Not separately stated; listed as February 7, 2001",Wikipedia — February 7,,exact,Destiny laboratory launch,United States,Gregorian calendar date-page normalization,meets target,,International Space Station,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
8,CE,120,February,"Greek astronomer, mathematician, and astrologer. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Europe,FEB-08-0120-17,birth,"Vettius Valens, Greek astronomer, mathematician, and astrologer (died ~175)","Vettius Valens, Greek astronomer, mathematician, and astrologer (died ~175)",8 February 120 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 120",Wikipedia — February 8,,exact,Birth of Vettius Valens,,Gregorian calendar date-page normalization,meets target,Vettius Valens,Greco-Roman scholarship,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,6
8,CE,1587,February,Executed on suspicion of involvement in the Babington Plot. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-08-1587-01,political,"Mary, Queen of Scots is executed on suspicion of having been involved in the Babington Plot to murder her cousin, Queen Elizabeth I.","Mary, Queen of Scots is executed on suspicion of having been involved in the Babington Plot to murder her cousin, Queen Elizabeth I.",8 February 1587 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1587",Wikipedia — February 8,,exact,"Execution of Mary, Queen of Scots",United Kingdom,Gregorian calendar date-page normalization,meets target,"Mary, Queen of Scots; Queen Elizabeth I",Kingdom of Scotland; Kingdom of England,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
8,CE,1700,February,Dutch-Swiss mathematician and physicist. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-08-1700-18,birth,"Daniel Bernoulli, Dutch-Swiss mathematician and physicist (died 1782)","Daniel Bernoulli, Dutch-Swiss mathematician and physicist (died 1782)",8 February 1700 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1700",Wikipedia — February 8,,exact,Birth of Daniel Bernoulli,Netherlands; Switzerland,Gregorian calendar date-page normalization,meets target,Daniel Bernoulli,Mathematics and physics,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
8,CE,1807,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-08-1807-02,war,Napoleon defeats the coalition forces of Russian General Bennigsen and Prussian General L'Estocq at the Battle of Eylau.,Napoleon defeats the coalition forces of Russian General Bennigsen and Prussian General L'Estocq at the Battle of Eylau.,8 February 1807 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,Eylau,"Not separately stated; listed as February 8, 1807",Wikipedia — February 8,,exact,Battle of Eylau,Russia,Gregorian calendar date-page normalization,meets target,Napoleon; General Bennigsen; General L'Estocq,Napoleonic Wars,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
8,CE,1817,February,The army crossed the Andes to join San Martín in the liberation of Chile from Spain. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-08-1817-03,independence,An army led by Grand Marshal Las Heras crosses the Andes to join San Martín in the liberation of Chile from Spain.,An army led by Grand Marshal Las Heras crosses the Andes to join San Martín in the liberation of Chile from Spain.,8 February 1817 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1817",Wikipedia — February 8,,exact,Andes crossing,Argentina; Chile,Gregorian calendar date-page normalization,meets target,Grand Marshal Las Heras; José de San Martín,South American independence movement,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
8,CE,1828,February,"French author, poet, and playwright. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Europe,FEB-08-1828-19,birth,"Jules Verne, French author, poet, and playwright (died 1905)","Jules Verne, French author, poet, and playwright (died 1905)",8 February 1828 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1828",Wikipedia — February 8,,exact,Birth of Jules Verne,France,Gregorian calendar date-page normalization,meets target,Jules Verne,Literature,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
8,CE,1834,February,Russian chemist and academic. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-08-1834-20,birth,"Dmitri Mendeleev, Russian chemist and academic (died 1907)","Dmitri Mendeleev, Russian chemist and academic (died 1907)",8 February 1834 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1834",Wikipedia — February 8,,exact,Birth of Dmitri Mendeleev,Russia,Gregorian calendar date-page normalization,meets target,Dmitri Mendeleev,Chemistry,global,Wikipedia date-page; single-source verification,20,verified—single source,20,10
8,CE,1865,February,"Delaware refused ratification; national adoption occurred on December 6, 1865. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Americas,FEB-08-1865-04,social_history,"Delaware refuses to ratify the Thirteenth Amendment to the U.S. Constitution, delaying the criminalization of slavery until the amendment's national adoption on December 6, 1865. The amendment is ultimately ratified by Delaware on February 12, 1901, the 92nd anniversary of Abraham Lincoln's birth.","Delaware refuses to ratify the Thirteenth Amendment to the U.S. Constitution, delaying the criminalization of slavery until the amendment's national adoption on December 6, 1865. The amendment is ultimately ratified by Delaware on February 12, 1901, the 92nd anniversary of Abraham Lincoln's birth.",8 February 1865 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1865",Wikipedia — February 8,,exact,Thirteenth Amendment ratification,United States,Gregorian calendar date-page normalization,meets target,,United States Constitution,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
8,CE,1879,February,Proposed at a meeting of the Royal Canadian Institute. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-08-1879-05,technology,Sandford Fleming first proposes the adoption of Universal Standard Time at a meeting of the Royal Canadian Institute.,Sandford Fleming first proposes the adoption of Universal Standard Time at a meeting of the Royal Canadian Institute.,8 February 1879 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1879",Wikipedia — February 8,,exact,Universal Standard Time proposal,Canada,Gregorian calendar date-page normalization,meets target,Sandford Fleming,Universal Standard Time,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
8,CE,1887,February,Authorized division of Native American tribal land into individual allotments. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-08-1887-06,political,"The Dawes Act is enacted, authorizing the U.S. President to divide Native American tribal land into individual allotments.","The Dawes Act is enacted, authorizing the U.S. President to divide Native American tribal land into individual allotments.",8 February 1887 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1887",Wikipedia — February 8,,exact,Dawes Act,United States,Gregorian calendar date-page normalization,meets target,,Native American tribal land policy,national,Wikipedia date-page; single-source verification,20,verified—single source,20,9
8,CE,1904,February,A surprise attack marking the start of the Russo-Japanese War. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-08-1904-07,war,"Japanese forces launch a surprise attack against Russian-controlled Port Arthur, marking the start of the Russo-Japanese war.","Japanese forces launch a surprise attack against Russian-controlled Port Arthur, marking the start of the Russo-Japanese war.",8 February 1904 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,Port Arthur,"Not separately stated; listed as February 8, 1904",Wikipedia — February 8,,exact,Attack on Port Arthur,China; Japan; Russia,Gregorian calendar date-page normalization,meets target,,Russo-Japanese War,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
8,CE,1910,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-08-1910-08,social_history,The Boy Scouts of America is incorporated by William D. Boyce.,The Boy Scouts of America is incorporated by William D. Boyce.,8 February 1910 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1910",Wikipedia — February 8,,exact,Boy Scouts of America incorporation,United States,Gregorian calendar date-page normalization,meets target,William D. Boyce,Boy Scouts of America,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
8,CE,1942,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-08-1942-09,war,World War II: Japan invades Singapore.,World War II: Japan invades Singapore.,8 February 1942 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,Singapore,"Not separately stated; listed as February 8, 1942",Wikipedia — February 8,,exact,Invasion of Singapore,Singapore; Japan; United Kingdom,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,10
8,CE,1945,February,British and Canadian forces commenced operations to occupy land between the Maas and Rhine rivers. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-08-1945-10,war,World War II: British and Canadian forces commence Operation Veritable to occupy land between the Maas and Rhine rivers.,World War II: British and Canadian forces commence Operation Veritable to occupy land between the Maas and Rhine rivers.,8 February 1945 CE,https://en.wikipedia.org/wiki/February_8,,--02-08,,"Not separately stated; listed as February 8, 1945",Wikipedia — February 8,,exact,Operation Veritable,Germany; Netherlands; United Kingdom; Canada,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
