Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
6,CE,1836,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-06-03-1836,conflict,"Texas Revolution: Battle of the Alamo: After a thirteen-day siege by an army of over 1,800 Mexican troops, the 257 Texas volunteers, including frontiersman Davy Crockett and colonel Jim Bowie, defending the Alamo are killed and the fort is captured.",Texas Revolution,1836 CE,https://en.wikipedia.org/wiki/March_6,March 6,"March 6, 1836","Wikipedia, March 6",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,68
6,CE,1857,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Americas,EVT-MAR-06-10-1857,political event,"On March 6, 1857, The Supreme Court of the United States rules 7–2 in the Dred Scott v. Sandford case that the Constitution does not confer citizenship on black people. This event is included in the documented historical-events chronology for this calendar date.",The Supreme Court of the United States rules 7–2 in the Dred Scott v. Sandford case that the Constitution does not confer citizenship on black people.,1857 CE,https://en.wikipedia.org/wiki/March_6,March 6,"March 6, 1857","Wikipedia, March 6",documented date,politics and governance,United States,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
6,CE,1943,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-06-01-1943,conflict,"World War II: The Battle of Fardykambos, one of the first major battles between the Greek Resistance and the occupying Royal Italian Army, ends with the surrender of an entire Italian battalion, the bulk of the garrison of the town of Grevena, leading to its liberation a fortnight later.",World War II,1943 CE,https://en.wikipedia.org/wiki/March_6,March 6,"March 6, 1943","Wikipedia, March 6",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,72
6,CE,1943,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-06-04-1943,conflict,"World War II: Generalfeldmarschall Erwin Rommel launches the Battle of Medenine in an attempt to slow down the British Eighth Army. It fails, and he leaves Africa three days later.",World War II,1943 CE,https://en.wikipedia.org/wiki/March_6,March 6,"March 6, 1943","Wikipedia, March 6",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,68
6,CE,1945,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-06-07-1945,conflict,"On March 6, 1945, World War II: Cologne is captured by American troops. On the same day, Operation Spring Awakening, the last major German offensive of the war, begins. This event is included in the documented historical-events chronology for this calendar date.",World War II,1945 CE,https://en.wikipedia.org/wiki/March_6,March 6,"March 6, 1945","Wikipedia, March 6",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
6,CE,1952,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-06-09-1952,conflict,"On March 6, 1952, Jürgen Stroop, German SS general, and executed war criminal (born 1895) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Jürgen Stroop,1952 CE,https://en.wikipedia.org/wiki/March_6,March 6,"March 6, 1952","Wikipedia, March 6",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,52
6,CE,1957,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-06-08-1957,political event,"On March 6, 1957, the Ghana Independence Act 1957 is passed in the United Kingdom resulting in Ghana gaining independence from the British. This event is included in the documented historical-events chronology for this calendar date.",the Ghana Independence Act 1957 is passed in the United Kingdom resulting in Ghana gaining independence from the British.,1957 CE,https://en.wikipedia.org/wiki/March_6,March 6,"March 6, 1957","Wikipedia, March 6",documented date,politics and governance,United Kingdom,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,54
7,CE,161,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-07-0161,political event,"On March 7, 161, Marcus Aurelius and L. Commodus (who changes his name to Lucius Verus) become joint emperors of Rome on the death of Antoninus Pius. This event is included in the documented historical-events chronology for this calendar date.",Marcus Aurelius and L. Commodus (who changes his name to Lucius Verus) become joint emperors of Rome on the death of Antoninus Pius.,161 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 161","Wikipedia, March 7",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,161,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-08-0161,political event,"On March 7, 161, Antoninus Pius, Roman emperor (born 86) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Antoninus Pius,161 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 161","Wikipedia, March 7",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,189,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-09-0189,political event,"On March 7, 189, Publius Septimius Geta, Roman emperor (died 211) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Publius Septimius Geta,189 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 189","Wikipedia, March 7",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,413,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-10-0413,historical event,"On March 7, 413, Heraclianus, Roman politician and failed usurper This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Heraclianus,413 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 413","Wikipedia, March 7",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,681,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-11-0681,historical event,"On March 7, 681, The Third Council of Constantinople deposes patriarch Macarius I of Antioch. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",The Third Council of Constantinople deposes patriarch Macarius I of Antioch.,681 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 681","Wikipedia, March 7",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,851,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-12-0851,historical event,"On March 7, 851, Nominoe, Duke of Brittany This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Nominoe,851 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 851","Wikipedia, March 7",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1138,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-07-05-1138,political event,"On March 7, 1138, Konrad III von Hohenstaufen is elected king of Germany at Coblenz in the presence of the papal legate Theodwin. This event is included in the documented historical-events chronology for this calendar date.",Konrad III von Hohenstaufen is elected king of Germany at Coblenz in the presence of the papal legate Theodwin.,1138 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1138","Wikipedia, March 7",documented date,politics and governance,Germany,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
7,CE,1226,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-13-1226,historical event,"On March 7, 1226, William Longespée, 3rd Earl of Salisbury, English commander This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",William Longespée,1226 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1226","Wikipedia, March 7",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1274,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-14-1274,historical event,"On March 7, 1274, Saint Thomas Aquinas, Italian priest and philosopher (born 1225) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Saint Thomas Aquinas,1274 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1274","Wikipedia, March 7",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1277,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-06-1277,cultural event,"On March 7, 1277, The University of Paris issues the last in a series of condemnations of various philosophical and theological theses. This event is included in the documented historical-events chronology for this calendar date.",The University of Paris issues the last in a series of condemnations of various philosophical and theological theses.,1277 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1277","Wikipedia, March 7",documented date,culture and society,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,55
7,CE,1407,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-15-1407,historical event,"On March 7, 1407, Francesco I Gonzaga, ruler of Mantua This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Francesco I Gonzaga,1407 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1407","Wikipedia, March 7",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1556,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-16-1556,historical event,"On March 7, 1556, Guillaume du Vair, French lawyer and author (died 1621) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Guillaume du Vair,1556 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1556","Wikipedia, March 7",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1573,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-01-1573,conflict,"On March 7, 1573, A peace treaty is signed between the Ottoman Empire and the Republic of Venice, ending the Ottoman–Venetian War and leaving Cyprus in Ottoman hands. This event is included in the documented historical-events chronology for this calendar date.",A peace treaty is signed between the Ottoman Empire and the Republic of Venice,1573 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1573","Wikipedia, March 7",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,84
7,CE,1578,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-17-1578,historical event,"On March 7, 1578, Margaret Douglas, English noblewoman, daughter of Margaret Tudor and Archibald Douglas, 6th Earl of Angus (born 1515) This event is included in the documented historical-events chronology for this calendar date.",Margaret Douglas,1578 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1578","Wikipedia, March 7",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1814,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-07-18-1814,conflict,"On March 7, 1814, Emperor Napoleon I of France wins the Battle of Craonne. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Emperor Napoleon I of France wins the Battle of Craonne.,1814 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1814","Wikipedia, March 7",documented date,military,France,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1826,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Oceania,EVT-MAR-07-19-1826,conflict,"On March 7, 1826, Shrigley abduction: 15-year old Ellen Turner is abducted by Edward Gibbon Wakefield, a future figure in the establishment of colonies in South Australia and New Zealand. This event is included in the documented historical-events chronology for this calendar date.",Shrigley abduction,1826 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1826","Wikipedia, March 7",documented date,military,Australia,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1850,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-03-1850,conflict,"On March 7, 1850, Senator Daniel Webster gives his ""Seventh of March"" speech endorsing the Compromise of 1850 in order to prevent a possible civil war. This event is included in the documented historical-events chronology for this calendar date.","Senator Daniel Webster gives his ""Seventh of March"" speech endorsing the Compromise of 1850 in order to prevent a possible civil war.",1850 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1850","Wikipedia, March 7",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,59
7,CE,1902,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-02-1902,conflict,"On March 7, 1902, Second Boer War: Boers, led by Koos de la Rey, defeat the British at the Battle of Tweebosch. This event is included in the documented historical-events chronology for this calendar date.",Second Boer War,1902 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1902","Wikipedia, March 7",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
7,CE,1941,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-20-1941,conflict,"On March 7, 1941, World War II: Günther Prien and the crew of German submarine U-47, one of the most successful U-boats of World War II, disappear without a trace. This event is included in the documented historical-events chronology for this calendar date.",World War II,1941 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1941","Wikipedia, March 7",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
7,CE,1951,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-07-04-1951,conflict,"On March 7, 1951, Korean War: Operation Ripper: United Nations troops led by General Matthew Ridgway begin an assault against Chinese forces. This event is included in the documented historical-events chronology for this calendar date.",Korean War,1951 CE,https://en.wikipedia.org/wiki/March_7,March 7,"March 7, 1951","Wikipedia, March 7",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
8,CE,1010,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-15-1010,historical event,"On March 8, 1010, Ferdowsi completes his epic poem Shahnameh. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Ferdowsi completes his epic poem Shahnameh.,1010 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1010","Wikipedia, March 8",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
8,CE,1126,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-07-1126,political event,"On March 8, 1126, Following the death of his mother, queen Urraca of León, Alfonso VII is proclaimed king of León. This event is included in the documented historical-events chronology for this calendar date.",Following the death of his mother,1126 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1126","Wikipedia, March 8",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,58
8,CE,1126,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-16-1126,historical event,"On March 8, 1126, Urraca of León and Castile (born 1079) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Urraca of León and Castile (born 1079),1126 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1126","Wikipedia, March 8",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
8,CE,1137,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-17-1137,historical event,"On March 8, 1137, Adela of Normandy, by marriage countess of Blois (born c. 1067) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Adela of Normandy,1137 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1137","Wikipedia, March 8",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
8,CE,1144,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-18-1144,historical event,"On March 8, 1144, Pope Celestine II This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Pope Celestine II,1144 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1144","Wikipedia, March 8",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
8,CE,1262,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-04-1262,conflict,"On March 8, 1262, Battle of Hausbergen between bourgeois militias and the army of the bishop of Strasbourg. This event is included in the documented historical-events chronology for this calendar date.",Battle of Hausbergen between bourgeois militias and the army of the bishop of Strasbourg.,1262 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1262","Wikipedia, March 8",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
8,CE,1403,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-19-1403,historical event,"On March 8, 1403, Bayezid I, Ottoman sultan (born 1360) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Bayezid I,1403 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1403","Wikipedia, March 8",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
8,CE,1466,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-20-1466,historical event,"On March 8, 1466, Francesco I Sforza, Duke of Milan (born 1401) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Francesco I Sforza,1466 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1466","Wikipedia, March 8",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
8,CE,1558,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-09-1558,historical event,"On March 8, 1558, The city of Pori (Swedish: Björneborg) is founded by Duke John on the shores of the Gulf of Bothnia. This event is included in the documented historical-events chronology for this calendar date.",The city of Pori (Swedish,1558 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1558","Wikipedia, March 8",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,57
8,CE,1658,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-08-01-1658,conflict,"On March 8, 1658, Treaty of Roskilde: After a devastating defeat in the Northern Wars (1655–1661), Frederick III, the King of Denmark–Norway is forced to give up nearly half his territory to Sweden. This event is included in the documented historical-events chronology for this calendar date.",Treaty of Roskilde,1658 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1658","Wikipedia, March 8",documented date,military,Denmark,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,69
8,CE,1722,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-08-03-1722,conflict,"On March 8, 1722, The Safavid Empire of Iran is defeated by an army from Afghanistan at the Battle of Gulnabad. This event is included in the documented historical-events chronology for this calendar date.",The Safavid Empire of Iran is defeated by an army from Afghanistan at the Battle of Gulnabad.,1722 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1722","Wikipedia, March 8",documented date,military,Afghanistan,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,63
8,CE,1782,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-10-1782,conflict,"On March 8, 1782, Gnadenhutten massacre: Ninety-six Native Americans in Gnadenhutten, Ohio, who had converted to Christianity, are killed by Pennsylvania militiamen in retaliation for raids carried out by other Indian tribes. This event is included in the documented historical-events chronology for this calendar date.",Gnadenhutten massacre,1782 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1782","Wikipedia, March 8",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
8,CE,1801,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Africa,EVT-MAR-08-02-1801,conflict,"War of the Second Coalition: At the Battle of Abukir, a British force under Sir Ralph Abercromby lands in Egypt with the aim of ending the French campaign in Egypt and Syria.",War of the Second Coalition,1801 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1801","Wikipedia, March 8",documented date,military,Egypt,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,68
8,CE,1916,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-08-05-1916,conflict,"On March 8, 1916, World War I: A British force unsuccessfully attempts to relieve the siege of Kut (present-day Iraq) in the Battle of Dujaila. This event is included in the documented historical-events chronology for this calendar date.",World War I,1916 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1916","Wikipedia, March 8",documented date,military,Iraq,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
8,CE,1921,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-12-1921,political event,"On March 8, 1921, Spanish Prime Minister Eduardo Dato Iradier is assassinated while on his way home from the parliament building in Madrid. This event is included in the documented historical-events chronology for this calendar date.",Spanish Prime Minister Eduardo Dato Iradier is assassinated while on his way home from the parliament building in Madrid.,1921 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1921","Wikipedia, March 8",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,52
8,CE,1937,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-06-1937,conflict,"On March 8, 1937, Spanish Civil War: The Battle of Guadalajara begins. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Spanish Civil War,1937 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1937","Wikipedia, March 8",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
8,CE,1942,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-11-1942,conflict,"On March 8, 1942, World War II: The Dutch East Indies surrender Java to the Imperial Japanese Army. This event is included in the documented historical-events chronology for this calendar date.",World War II,1942 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1942","Wikipedia, March 8",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,53
8,CE,1983,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-14-1983,conflict,"On March 8, 1983, Cold War: While addressing a convention of Evangelicals, U.S. President Ronald Reagan labels the Soviet Union an "" evil empire"". This event is included in the documented historical-events chronology for this calendar date.",Cold War,1983 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 1983","Wikipedia, March 8",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
8,CE,2001,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-08-08-2001,discovery,"On March 8, 2001, Space Shuttle Discovery launches on STS-102, carrying the Expedition 2 crew to the International Space Station. This event is included in the documented historical-events chronology for this calendar date.",Space Shuttle Discovery launches on STS-102,2001 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 2001","Wikipedia, March 8",documented date,science and technology,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,58
8,CE,2004,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-08-13-2004,political event,"On March 8, 2004, A new constitution is signed by Iraq's Governing Council. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",A new constitution is signed by Iraq's Governing Council.,2004 CE,https://en.wikipedia.org/wiki/March_8,March 8,"March 8, 2004","Wikipedia, March 8",documented date,politics and governance,Iraq,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,52
9,CE,886,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-14-0886,historical event,"On March 9, 886, Abu Ma'shar al-Balkhi, Muslim scholar and astrologer (born 787) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Abu Ma'shar al-Balkhi,886 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 886","Wikipedia, March 9",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
9,CE,1009,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-10-1009,historical event,"On March 9, 1009, First known mention of Lithuania, in the annals of the monastery of Quedlinburg. This event is included in the documented historical-events chronology for this calendar date.",First known mention of Lithuania,1009 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1009","Wikipedia, March 9",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
9,CE,1044,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-15-1044,political event,"On March 9, 1044, The people of Constantinople riot against emperor Constantine IX Monomachos, whose preference of his mistress Maria Skleraina over empress Zoe Porphyrogenita is seen as an insult. This event is included in the documented historical-events chronology for this calendar date.",The people of Constantinople riot against emperor Constantine IX Monomachos,1044 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1044","Wikipedia, March 9",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
9,CE,1202,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-09-16-1202,political event,"On March 9, 1202, Sverre of Norway, King of Norway and founder of the House of Sverre This event is included in the documented historical-events chronology for this calendar date.",Sverre of Norway,1202 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1202","Wikipedia, March 9",documented date,politics and governance,Norway,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
9,CE,1226,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-09-07-1226,conflict,"On March 9, 1226, Khwarazmian sultan Jalal ad-Din conquers the Georgian capital of Tbilisi. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Khwarazmian sultan Jalal ad-Din conquers the Georgian capital of Tbilisi.,1226 CE,https://en.wikipedia.org/wiki/March_9,March 9,"March 9, 1226","Wikipedia, March 9",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
