Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
8,CE,1943,June,,,GHCD-06-08-1943-14,conflict,World War II: The two-day Battle of Porta between the Royal Italian Army and the Greek People's Liberation Army begins.,World War II: The two-day Battle of Porta between the Royal Italian Army and the Greek People's Liberation Army begins.,"June 8, 1943 CE",https://en.wikipedia.org/wiki/June_8,1943-06-08,1943– World War II: The two-day Battle of Porta between the Royal Italian Army and the Greek People's Liberation Army begins.,Wikipedia,exact,military and conflict,,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
8,CE,1953,June,,North America,GHCD-06-08-1953-15,politics,"The United States Supreme Court rules in District of Columbia v. John R. Thompson Co. that restaurants in Washington, D.C., cannot refuse to serve black patrons.",The United States Supreme Court rules in District of Columbia v,"June 8, 1953 CE",https://en.wikipedia.org/wiki/June_8,1953-06-08,"1953– The United States Supreme Court rules in District of Columbia v. John R. Thompson Co. that restaurants in Washington, D.C., cannot refuse to serve black patrons.",Wikipedia,exact,politics and law,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
8,CE,1961,June,,,GHCD-06-08-1961-16,conflict,"Marriage of Prince Edward, Duke of Kent to Katharine Worsley at York Minster.","Marriage of Prince Edward, Duke of Kent to Katharine Worsley at York Minster.","June 8, 1961 CE",https://en.wikipedia.org/wiki/June_8,1961-06-08,"1961– Marriage of Prince Edward, Duke of Kent to Katharine Worsley at York Minster.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
8,CE,1966,June,,North America,GHCD-06-08-1966-17,conflict,"An F-104 Starfighter collides with XB-70 Valkyrie prototype no. 2, destroying both aircraft during a photo shoot near Edwards Air Force Base. Joseph A. Walker, a NASA test pilot, and Carl Cross, a United States Air Force test pilot, are both killed.",An F-104 Starfighter collides with XB-70 Valkyrie prototype no,"June 8, 1966 CE",https://en.wikipedia.org/wiki/June_8,1966-06-08,"1966– An F-104 Starfighter collides with XB-70 Valkyrie prototype no. 2, destroying both aircraft during a photo shoot near Edwards Air Force Base. Joseph A. Walker, a NASA test pilot, and Carl Cross, a United States Air Force test pilot, are both killed.",Wikipedia,exact,military and conflict,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
8,CE,1967,June,,North America,GHCD-06-08-1967-18,conflict,"Six-Day War: The USS Liberty incident: A United States Navy spy ship is attacked by the Israeli Air Force and Navy, resulting in 34 deaths and 171 wounded.","Six-Day War: The USS Liberty incident: A United States Navy spy ship is attacked by the Israeli Air Force and Navy, resulting in 34 deaths and 171 wounded.","June 8, 1967 CE",https://en.wikipedia.org/wiki/June_8,1967-06-08,"1967– Six-Day War: The USS Liberty incident: A United States Navy spy ship is attacked by the Israeli Air Force and Navy, resulting in 34 deaths and 171 wounded.",Wikipedia,exact,military and conflict,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
8,CE,1968,June,,,GHCD-06-08-1968-19,historical event,"James Earl Ray, the man who assassinated Martin Luther King Jr. is arrested at London Heathrow Airport.","James Earl Ray, the man who assassinated Martin Luther King Jr","June 8, 1968 CE",https://en.wikipedia.org/wiki/June_8,1968-06-08,"1968– James Earl Ray, the man who assassinated Martin Luther King Jr. is arrested at London Heathrow Airport.",Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
8,CE,1972,June,,Asia,GHCD-06-08-1972-20,conflict,"Vietnam War: Nine-year-old Phan Thị Kim Phúc is burned by napalm, an event captured in a photograph moments later while the young girl is seen running naked down a road, in what would become an iconic, Pulitzer Prize-winning photo.","Vietnam War: Nine-year-old Phan Thị Kim Phúc is burned by napalm, an event captured in a photograph moments later while the young girl is seen running naked down a road, in what...","June 8, 1972 CE",https://en.wikipedia.org/wiki/June_8,1972-06-08,"1972– Vietnam War: Nine-year-old Phan Thị Kim Phúc is burned by napalm, an event captured in a photograph moments later while the young girl is seen running naked down a road, in what would become an iconic, Pulitzer Prize-winning photo.",Wikipedia,exact,military and conflict,Vietnam,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
9,CE,53,June,,,GHCD-06-09-0053-01,historical event,The Roman emperor Nero marries Claudia Octavia.,The Roman emperor Nero marries Claudia Octavia.,"June 9, 53 CE",https://en.wikipedia.org/wiki/June_9,0053-06-09,53– The Roman emperor Nero marries Claudia Octavia.,Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,79
9,CE,68,June,,,GHCD-06-09-0068-02,conflict,"Nero dies by suicide after quoting Vergil's Aeneid, thus ending the Julio-Claudian dynasty and starting the civil war known as the Year of the Four Emperors.","Nero dies by suicide after quoting Vergil's Aeneid, thus ending the Julio-Claudian dynasty and starting the civil war known as the Year of the Four Emperors.","June 9, 68 CE",https://en.wikipedia.org/wiki/June_9,0068-06-09,"68– Nero dies by suicide after quoting Vergil's Aeneid, thus ending the Julio-Claudian dynasty and starting the civil war known as the Year of the Four Emperors.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
9,CE,1862,June,,,GHCD-06-09-1862-03,conflict,American Civil War: Stonewall Jackson concludes his successful Shenandoah Valley Campaign with a victory in the Battle of Port Republic.,American Civil War: Stonewall Jackson concludes his successful Shenandoah Valley Campaign with a victory in the Battle of Port Republic.,"June 9, 1862 CE",https://en.wikipedia.org/wiki/June_9,1862-06-09,1862– American Civil War: Stonewall Jackson concludes his successful Shenandoah Valley Campaign with a victory in the Battle of Port Republic.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
9,CE,1863,June,,,GHCD-06-09-1863-04,conflict,"American Civil War: The Battle of Brandy Station in Virginia, the largest cavalry battle on American soil, ends Confederate cavalry dominance in the eastern theater.","American Civil War: The Battle of Brandy Station in Virginia, the largest cavalry battle on American soil, ends Confederate cavalry dominance in the eastern theater.","June 9, 1863 CE",https://en.wikipedia.org/wiki/June_9,1863-06-09,"1863– American Civil War: The Battle of Brandy Station in Virginia, the largest cavalry battle on American soil, ends Confederate cavalry dominance in the eastern theater.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
9,CE,1885,June,,Europe,GHCD-06-09-1885-05,conflict,"Treaty of Tientsin is signed to end the Sino-French War, with China eventually giving up Tonkin and Annam – most of present-day Vietnam – to France.","Treaty of Tientsin is signed to end the Sino-French War, with China eventually giving up Tonkin and Annam – most of present-day Vietnam – to France.","June 9, 1885 CE",https://en.wikipedia.org/wiki/June_9,1885-06-09,"1885– Treaty of Tientsin is signed to end the Sino-French War, with China eventually giving up Tonkin and Annam – most of present-day Vietnam – to France.",Wikipedia,exact,military and conflict,France,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
9,CE,1915,June,,North America,GHCD-06-09-1915-06,historical event,William Jennings Bryan resigns as Woodrow Wilson's Secretary of State over a disagreement regarding the United States' handling of the sinking of the RMS Lusitania.,William Jennings Bryan resigns as Woodrow Wilson's Secretary of State over a disagreement regarding the United States' handling of the sinking of the RMS Lusitania.,"June 9, 1915 CE",https://en.wikipedia.org/wiki/June_9,1915-06-09,1915– William Jennings Bryan resigns as Woodrow Wilson's Secretary of State over a disagreement regarding the United States' handling of the sinking of the RMS Lusitania.,Wikipedia,exact,general history,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
9,CE,1922,June,,,GHCD-06-09-1922-07,historical event,"Åland's Regional Assembly convenes for its first plenary session in Mariehamn, Åland; today, the day is celebrated as Self-Government Day of Åland.","Åland's Regional Assembly convenes for its first plenary session in Mariehamn, Åland; today, the day is celebrated as Self-Government Day of Åland.","June 9, 1922 CE",https://en.wikipedia.org/wiki/June_9,1922-06-09,"1922– Åland's Regional Assembly convenes for its first plenary session in Mariehamn, Åland; today, the day is celebrated as Self-Government Day of Åland.",Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
9,CE,1923,June,,,GHCD-06-09-1923-08,conflict,Bulgaria's military takes over the government in a coup.,Bulgaria's military takes over the government in a coup.,"June 9, 1923 CE",https://en.wikipedia.org/wiki/June_9,1923-06-09,1923– Bulgaria's military takes over the government in a coup.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
9,CE,1928,June,,,GHCD-06-09-1928-09,science and technology,"Charles Kingsford Smith completes the first trans-Pacific flight in a Fokker Trimotor monoplane, the Southern Cross.","Charles Kingsford Smith completes the first trans-Pacific flight in a Fokker Trimotor monoplane, the Southern Cross.","June 9, 1928 CE",https://en.wikipedia.org/wiki/June_9,1928-06-09,"1928– Charles Kingsford Smith completes the first trans-Pacific flight in a Fokker Trimotor monoplane, the Southern Cross.",Wikipedia,exact,science and technology,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
9,CE,1944,June,,Europe,GHCD-06-09-1944-10,conflict,"World War II: Ninety-nine civilians are hanged from lampposts and balconies by German troops in Tulle, France, in reprisal for maquisards attacks.","World War II: Ninety-nine civilians are hanged from lampposts and balconies by German troops in Tulle, France, in reprisal for maquisards attacks.","June 9, 1944 CE",https://en.wikipedia.org/wiki/June_9,1944-06-09,"1944– World War II: Ninety-nine civilians are hanged from lampposts and balconies by German troops in Tulle, France, in reprisal for maquisards attacks.",Wikipedia,exact,military and conflict,France,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
9,CE,1944,June,,Europe,GHCD-06-09-1944-11,conflict,"World War II: The Soviet Union invades East Karelia and the previously Finnish part of Karelia, occupied by Finland since 1941.","World War II: The Soviet Union invades East Karelia and the previously Finnish part of Karelia, occupied by Finland since 1941.","June 9, 1944 CE",https://en.wikipedia.org/wiki/June_9,1944-06-09,"1944– World War II: The Soviet Union invades East Karelia and the previously Finnish part of Karelia, occupied by Finland since 1941.",Wikipedia,exact,military and conflict,Finland,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
9,CE,1957,June,,,GHCD-06-09-1957-12,historical event,"First ascent of Broad Peak by Fritz Wintersteller, Marcus Schmuck, Kurt Diemberger, and Hermann Buhl.","First ascent of Broad Peak by Fritz Wintersteller, Marcus Schmuck, Kurt Diemberger, and Hermann Buhl.","June 9, 1957 CE",https://en.wikipedia.org/wiki/June_9,1957-06-09,"1957– First ascent of Broad Peak by Fritz Wintersteller, Marcus Schmuck, Kurt Diemberger, and Hermann Buhl.",Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
9,CE,1958,June,,,GHCD-06-09-1958-13,science and technology,"Aeroflot Flight 105 crashes on approach to Magdan-13 Airport, killing 24.","Aeroflot Flight 105 crashes on approach to Magdan-13 Airport, killing 24.","June 9, 1958 CE",https://en.wikipedia.org/wiki/June_9,1958-06-09,"1958– Aeroflot Flight 105 crashes on approach to Magdan-13 Airport, killing 24.",Wikipedia,exact,science and technology,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,82
9,CE,1959,June,,,GHCD-06-09-1959-14,science and technology,The USS George Washington is launched. It is the first nuclear-powered ballistic missile submarine.,The USS George Washington is launched,"June 9, 1959 CE",https://en.wikipedia.org/wiki/June_9,1959-06-09,1959– The USS George Washington is launched. It is the first nuclear-powered ballistic missile submarine.,Wikipedia,exact,science and technology,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
9,CE,1965,June,,Asia,GHCD-06-09-1965-15,conflict,"Vietnam War: The Viet Cong commences combat with the Army of the Republic of Vietnam in the Battle of Đồng Xoài, one of the largest battles in the war.","Vietnam War: The Viet Cong commences combat with the Army of the Republic of Vietnam in the Battle of Đồng Xoài, one of the largest battles in the war.","June 9, 1965 CE",https://en.wikipedia.org/wiki/June_9,1965-06-09,"1965– Vietnam War: The Viet Cong commences combat with the Army of the Republic of Vietnam in the Battle of Đồng Xoài, one of the largest battles in the war.",Wikipedia,exact,military and conflict,Vietnam,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
9,CE,1967,June,,Asia,GHCD-06-09-1967-16,conflict,Six-Day War: Israel captures the Golan Heights from Syria.,Six-Day War: Israel captures the Golan Heights from Syria.,"June 9, 1967 CE",https://en.wikipedia.org/wiki/June_9,1967-06-09,1967– Six-Day War: Israel captures the Golan Heights from Syria.,Wikipedia,exact,military and conflict,Israel,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
9,CE,1968,June,,,GHCD-06-09-1968-17,historical event,U.S. President Lyndon B. Johnson declares a national day of mourning following the assassination of Senator Robert F. Kennedy.,U.S,"June 9, 1968 CE",https://en.wikipedia.org/wiki/June_9,1968-06-09,1968– U.S. President Lyndon B. Johnson declares a national day of mourning following the assassination of Senator Robert F. Kennedy.,Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
9,CE,1995,June,,Oceania,GHCD-06-09-1995-18,science and technology,"Ansett New Zealand Flight 703 crashes into the Tararua Range during approach to Palmerston North Airport on the North Island of New Zealand, killing four.","Ansett New Zealand Flight 703 crashes into the Tararua Range during approach to Palmerston North Airport on the North Island of New Zealand, killing four.","June 9, 1995 CE",https://en.wikipedia.org/wiki/June_9,1995-06-09,"1995– Ansett New Zealand Flight 703 crashes into the Tararua Range during approach to Palmerston North Airport on the North Island of New Zealand, killing four.",Wikipedia,exact,science and technology,New Zealand,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
9,CE,1999,June,,,GHCD-06-09-1999-19,conflict,Kosovo War: The Federal Republic of Yugoslavia and NATO sign a peace treaty.,Kosovo War: The Federal Republic of Yugoslavia and NATO sign a peace treaty.,"June 9, 1999 CE",https://en.wikipedia.org/wiki/June_9,1999-06-09,1999– Kosovo War: The Federal Republic of Yugoslavia and NATO sign a peace treaty.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
9,CE,2009,June,,Asia,GHCD-06-09-2009-20,conflict,"An explosion kills 17 people and injures at least 46 at a hotel in Peshawar, Pakistan.","An explosion kills 17 people and injures at least 46 at a hotel in Peshawar, Pakistan.","June 9, 2009 CE",https://en.wikipedia.org/wiki/June_9,2009-06-09,"2009– An explosion kills 17 people and injures at least 46 at a hotel in Peshawar, Pakistan.",Wikipedia,exact,military and conflict,Pakistan,Gregorian,target met,regional,secondary reference,20,single-source verified,20,82
10,CE,1539,June,,,GHCD-06-10-1539-01,conflict,"Council of Trent: Pope Paul III sends out letters to his bishops, delaying the Council due to war and the difficulty bishops had traveling to Venice.","Council of Trent: Pope Paul III sends out letters to his bishops, delaying the Council due to war and the difficulty bishops had traveling to Venice.","June 10, 1539 CE",https://en.wikipedia.org/wiki/June_10,1539-06-10,"1539– Council of Trent: Pope Paul III sends out letters to his bishops, delaying the Council due to war and the difficulty bishops had traveling to Venice.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
10,CE,1619,June,,,GHCD-06-10-1619-02,conflict,"Thirty Years' War: Battle of Záblatí, a turning point in the Bohemian Revolt.","Thirty Years' War: Battle of Záblatí, a turning point in the Bohemian Revolt.","June 10, 1619 CE",https://en.wikipedia.org/wiki/June_10,1619-06-10,"1619– Thirty Years' War: Battle of Záblatí, a turning point in the Bohemian Revolt.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
10,CE,1805,June,,North America,GHCD-06-10-1805-03,conflict,First Barbary War: Yusuf Karamanli signs a treaty ending the hostilities between Tripolitania and the United States.,First Barbary War: Yusuf Karamanli signs a treaty ending the hostilities between Tripolitania and the United States.,"June 10, 1805 CE",https://en.wikipedia.org/wiki/June_10,1805-06-10,1805– First Barbary War: Yusuf Karamanli signs a treaty ending the hostilities between Tripolitania and the United States.,Wikipedia,exact,military and conflict,United States,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
10,CE,1861,June,,,GHCD-06-10-1861-04,conflict,American Civil War: Battle of Big Bethel: Confederate troops under John B. Magruder defeat a much larger Union force led by General Ebenezer W. Pierce in Virginia.,American Civil War: Battle of Big Bethel: Confederate troops under John B,"June 10, 1861 CE",https://en.wikipedia.org/wiki/June_10,1861-06-10,1861– American Civil War: Battle of Big Bethel: Confederate troops under John B. Magruder defeat a much larger Union force led by General Ebenezer W. Pierce in Virginia.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
10,CE,1864,June,,,GHCD-06-10-1864-05,conflict,American Civil War: Battle of Brice's Crossroads: Confederate troops under Nathan Bedford Forrest defeat a much larger Union force led by General Samuel D. Sturgis in Mississippi.,American Civil War: Battle of Brice's Crossroads: Confederate troops under Nathan Bedford Forrest defeat a much larger Union force led by General Samuel D,"June 10, 1864 CE",https://en.wikipedia.org/wiki/June_10,1864-06-10,1864– American Civil War: Battle of Brice's Crossroads: Confederate troops under Nathan Bedford Forrest defeat a much larger Union force led by General Samuel D. Sturgis in Mississippi.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
10,CE,1898,June,,,GHCD-06-10-1898-06,conflict,"Spanish–American War: In the Battle of Guantánamo Bay, U.S. Marines begin the American invasion of Spanish-held Cuba.","Spanish–American War: In the Battle of Guantánamo Bay, U.S","June 10, 1898 CE",https://en.wikipedia.org/wiki/June_10,1898-06-10,"1898– Spanish–American War: In the Battle of Guantánamo Bay, U.S. Marines begin the American invasion of Spanish-held Cuba.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
10,CE,1918,June,,,GHCD-06-10-1918-07,conflict,World War I: The Austro-Hungarian battleship SMS Szent István sinks off the Croatian coast after being torpedoed by an Italian MAS motorboat; the event is recorded by camera from a nearby vessel.,World War I: The Austro-Hungarian battleship SMS Szent István sinks off the Croatian coast after being torpedoed by an Italian MAS motorboat; the event is recorded by camera fro...,"June 10, 1918 CE",https://en.wikipedia.org/wiki/June_10,1918-06-10,1918– World War I: The Austro-Hungarian battleship SMS Szent István sinks off the Croatian coast after being torpedoed by an Italian MAS motorboat; the event is recorded by camera from a nearby vessel.,Wikipedia,exact,military and conflict,,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
10,CE,1935,June,,,GHCD-06-10-1935-08,conflict,Chaco War ends: A truce is called between Bolivia and Paraguay who had been fighting since 1932.,Chaco War ends: A truce is called between Bolivia and Paraguay who had been fighting since 1932.,"June 10, 1935 CE",https://en.wikipedia.org/wiki/June_10,1935-06-10,1935– Chaco War ends: A truce is called between Bolivia and Paraguay who had been fighting since 1932.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
10,CE,1940,June,,Europe,GHCD-06-10-1940-09,conflict,"World War II: Fascist Italy declares war on France and the United Kingdom, beginning an invasion of southern France.","World War II: Fascist Italy declares war on France and the United Kingdom, beginning an invasion of southern France.","June 10, 1940 CE",https://en.wikipedia.org/wiki/June_10,1940-06-10,"1940– World War II: Fascist Italy declares war on France and the United Kingdom, beginning an invasion of southern France.",Wikipedia,exact,military and conflict,United Kingdom,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
10,CE,1940,June,,Europe,GHCD-06-10-1940-10,conflict,"World War II: U.S. President Franklin D. Roosevelt denounces Italy's actions in his ""Stab in the Back"" speech at the graduation ceremonies of the University of Virginia.",World War II: U.S,"June 10, 1940 CE",https://en.wikipedia.org/wiki/June_10,1940-06-10,"1940– World War II: U.S. President Franklin D. Roosevelt denounces Italy's actions in his ""Stab in the Back"" speech at the graduation ceremonies of the University of Virginia.",Wikipedia,exact,military and conflict,Italy,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
10,CE,1940,June,,Europe,GHCD-06-10-1940-11,conflict,World War II: Military resistance to the German occupation of Norway ends.,World War II: Military resistance to the German occupation of Norway ends.,"June 10, 1940 CE",https://en.wikipedia.org/wiki/June_10,1940-06-10,1940– World War II: Military resistance to the German occupation of Norway ends.,Wikipedia,exact,military and conflict,Norway,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
10,CE,1942,June,,,GHCD-06-10-1942-12,conflict,World War II: The Lidice massacre is perpetrated as a reprisal for the assassination of Obergruppenführer Reinhard Heydrich.,World War II: The Lidice massacre is perpetrated as a reprisal for the assassination of Obergruppenführer Reinhard Heydrich.,"June 10, 1942 CE",https://en.wikipedia.org/wiki/June_10,1942-06-10,1942– World War II: The Lidice massacre is perpetrated as a reprisal for the assassination of Obergruppenführer Reinhard Heydrich.,Wikipedia,exact,military and conflict,,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
10,CE,1944,June,,Europe,GHCD-06-10-1944-13,conflict,"World War II: Six hundred forty-three men, women and children are massacred at Oradour-sur-Glane, France.","World War II: Six hundred forty-three men, women and children are massacred at Oradour-sur-Glane, France.","June 10, 1944 CE",https://en.wikipedia.org/wiki/June_10,1944-06-10,"1944– World War II: Six hundred forty-three men, women and children are massacred at Oradour-sur-Glane, France.",Wikipedia,exact,military and conflict,France,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
10,CE,1944,June,,Europe,GHCD-06-10-1944-14,conflict,"World War II: In Distomo, Boeotia, Greece, 228 men, women and children are massacred by German troops.","World War II: In Distomo, Boeotia, Greece, 228 men, women and children are massacred by German troops.","June 10, 1944 CE",https://en.wikipedia.org/wiki/June_10,1944-06-10,"1944– World War II: In Distomo, Boeotia, Greece, 228 men, women and children are massacred by German troops.",Wikipedia,exact,military and conflict,Greece,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
10,CE,1945,June,,,GHCD-06-10-1945-15,conflict,World War II: Australian Imperial Forces land in Brunei Bay to liberate Brunei.,World War II: Australian Imperial Forces land in Brunei Bay to liberate Brunei.,"June 10, 1945 CE",https://en.wikipedia.org/wiki/June_10,1945-06-10,1945– World War II: Australian Imperial Forces land in Brunei Bay to liberate Brunei.,Wikipedia,exact,military and conflict,,Gregorian,target met,international,secondary reference,20,single-source verified,20,95
10,CE,1967,June,,Asia,GHCD-06-10-1967-16,conflict,The Six-Day War ends: Israel and Syria agree to a cease-fire.,The Six-Day War ends: Israel and Syria agree to a cease-fire.,"June 10, 1967 CE",https://en.wikipedia.org/wiki/June_10,1967-06-10,1967– The Six-Day War ends: Israel and Syria agree to a cease-fire.,Wikipedia,exact,military and conflict,Israel,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
10,CE,1982,June,,Asia,GHCD-06-10-1982-17,conflict,Lebanon War: The Syrian Arab Army defeats the Israeli Defense Forces in the Battle of Sultan Yacoub.,Lebanon War: The Syrian Arab Army defeats the Israeli Defense Forces in the Battle of Sultan Yacoub.,"June 10, 1982 CE",https://en.wikipedia.org/wiki/June_10,1982-06-10,1982– Lebanon War: The Syrian Arab Army defeats the Israeli Defense Forces in the Battle of Sultan Yacoub.,Wikipedia,exact,military and conflict,Lebanon,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
10,CE,1994,June,,Asia,GHCD-06-10-1994-18,conflict,"China conducts a nuclear test for DF-31 warhead at Area C (Beishan), Lop Nur, its prominence being due to the Cox Report.","China conducts a nuclear test for DF-31 warhead at Area C (Beishan), Lop Nur, its prominence being due to the Cox Report.","June 10, 1994 CE",https://en.wikipedia.org/wiki/June_10,1994-06-10,"1994– China conducts a nuclear test for DF-31 warhead at Area C (Beishan), Lop Nur, its prominence being due to the Cox Report.",Wikipedia,exact,military and conflict,China,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
10,CE,1999,June,,,GHCD-06-10-1999-19,conflict,Kosovo War: NATO suspends its airstrikes after Slobodan Milošević agrees to withdraw Serbian forces from Kosovo.,Kosovo War: NATO suspends its airstrikes after Slobodan Milošević agrees to withdraw Serbian forces from Kosovo.,"June 10, 1999 CE",https://en.wikipedia.org/wiki/June_10,1999-06-10,1999– Kosovo War: NATO suspends its airstrikes after Slobodan Milošević agrees to withdraw Serbian forces from Kosovo.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
10,CE,2002,June,,Europe,GHCD-06-10-2002-20,conflict,The first direct electronic communication experiment between the nervous systems of two humans is carried out by Kevin Warwick in the United Kingdom.,The first direct electronic communication experiment between the nervous systems of two humans is carried out by Kevin Warwick in the United Kingdom.,"June 10, 2002 CE",https://en.wikipedia.org/wiki/June_10,2002-06-10,2002– The first direct electronic communication experiment between the nervous systems of two humans is carried out by Kevin Warwick in the United Kingdom.,Wikipedia,exact,military and conflict,United Kingdom,Gregorian,target met,regional,secondary reference,20,single-source verified,20,95
11,CE,173,June,,,GHCD-06-11-0173-01,conflict,"Marcomannic Wars: The Roman army in Moravia is encircled by the Quadi, who have broken the peace treaty (171). In a violent thunderstorm, emperor Marcus Aurelius defeats and subdues them in the so-called ""miracle of the rain"".","Marcomannic Wars: The Roman army in Moravia is encircled by the Quadi, who have broken the peace treaty (171)","June 11, 173 CE",https://en.wikipedia.org/wiki/June_11,0173-06-11,"173– Marcomannic Wars: The Roman army in Moravia is encircled by the Quadi, who have broken the peace treaty (171). In a violent thunderstorm, emperor Marcus Aurelius defeats and subdues them in the so-called ""miracle of the rain"".",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
11,CE,631,June,,,GHCD-06-11-0631-02,historical event,Emperor Taizong of Tang sends envoys to the Xueyantuo bearing gold and silk in order to seek the release of Chinese prisoners captured during the transition from Sui to Tang.,Emperor Taizong of Tang sends envoys to the Xueyantuo bearing gold and silk in order to seek the release of Chinese prisoners captured during the transition from Sui to Tang.,"June 11, 631 CE",https://en.wikipedia.org/wiki/June_11,0631-06-11,631– Emperor Taizong of Tang sends envoys to the Xueyantuo bearing gold and silk in order to seek the release of Chinese prisoners captured during the transition from Sui to Tang.,Wikipedia,exact,general history,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
11,CE,1429,June,,,GHCD-06-11-1429-03,conflict,Hundred Years' War: Start of the Battle of Jargeau.,Hundred Years' War: Start of the Battle of Jargeau.,"June 11, 1429 CE",https://en.wikipedia.org/wiki/June_11,1429-06-11,1429– Hundred Years' War: Start of the Battle of Jargeau.,Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
11,CE,1482,June,,,GHCD-06-11-1482-04,conflict,"The Treaty of Fotheringhay is signed between the English and Alexander Stewart, Duke of Albany, the rebellious brother of king James III of Scotland.","The Treaty of Fotheringhay is signed between the English and Alexander Stewart, Duke of Albany, the rebellious brother of king James III of Scotland.","June 11, 1482 CE",https://en.wikipedia.org/wiki/June_11,1482-06-11,"1482– The Treaty of Fotheringhay is signed between the English and Alexander Stewart, Duke of Albany, the rebellious brother of king James III of Scotland.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
11,CE,1488,June,,,GHCD-06-11-1488-05,conflict,"The Battle of Sauchieburn is fought between rebel Lords and James III of Scotland, resulting in the death of the king.","The Battle of Sauchieburn is fought between rebel Lords and James III of Scotland, resulting in the death of the king.","June 11, 1488 CE",https://en.wikipedia.org/wiki/June_11,1488-06-11,"1488– The Battle of Sauchieburn is fought between rebel Lords and James III of Scotland, resulting in the death of the king.",Wikipedia,exact,military and conflict,,Gregorian,target met,transregional,secondary reference,20,single-source verified,20,95
