Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,City location,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
9,CE,1180,November,,East Asia,GHC-NOV-9-02,Military,"The Battle of Fujigawa: Minamoto forces (30,000 men) under Minamoto no Yoritomo defeat Taira no Koremori during a night attack near the Fuji River but he escapes safely with the routed army. [1] [2]",Battle of Fujigawa,9 November 1180 CE,https://en.wikipedia.org/wiki/November_9,November 9,Fuji River,,Wikipedia — November date page,Exact,Battle,Japan,Gregorian (modern date listing),Target met,Minamoto no Yoritomo; Taira no Koremori,Minamoto clan; Taira clan,National,Secondary reference chronology,20,Verified against cited chronology,20,3
9,CE,1277,November,,Europe,GHC-NOV-9-03,Political,"The Treaty of Aberconwy, a humiliating settlement forced on Llywelyn ap Gruffudd by King Edward I of England, brings a temporary end to the Welsh Wars. [3]",Treaty of Aberconwy,9 November 1277 CE,https://en.wikipedia.org/wiki/November_9,November 9,Aberconwy,,Wikipedia — November date page,Exact,Treaty,United Kingdom,Gregorian (modern date listing),Target met,Llywelyn ap Gruffudd; Edward I,Kingdom of England; Principality of Wales,National,Secondary reference chronology,20,Verified against cited chronology,20,4
9,CE,1520,November,,Europe,GHC-NOV-9-04,Political,More than 50 people are sentenced and executed in the Stockholm Bloodbath.,Stockholm Bloodbath,9 November 1520 CE,https://en.wikipedia.org/wiki/November_9,November 9,Stockholm,,Wikipedia — November date page,Exact,Mass execution,Sweden,Gregorian (modern date listing),Target met,,Kingdom of Denmark-Norway,National,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1580,November,,Europe,GHC-NOV-9-05,Military,Second Desmond Rebellion: The Siege of Smerwick ends with the Catholic garrison surrendering to the English forces under Arthur Grey. The majority of the garrison is massacred the next day. [9] [10],Siege of Smerwick ends,9 November 1580 CE,https://en.wikipedia.org/wiki/November_9,November 9,Smerwick,,Wikipedia — November date page,Exact,Siege,Ireland,Gregorian (modern date listing),Target met,Arthur Grey,English Crown; Catholic garrison,National,Secondary reference chronology,20,Verified against cited chronology,20,4
9,CE,1799,November,,Europe,GHC-NOV-9-06,Political,"Napoleon Bonaparte leads the Coup of 18 Brumaire ending the Directory government, and becoming First Consul of the successor Consulate Government.",Coup of 18 Brumaire,9 November 1799 CE,https://en.wikipedia.org/wiki/November_9,November 9,Paris,,Wikipedia — November date page,Exact,Coup d'état,France,Gregorian (modern date listing),Target met,Napoleon Bonaparte,French Republic; Directory; Consulate,National,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1867,November,,East Asia,GHC-NOV-9-07,Political,"The Tokugawa shogunate hands back power to the Emperor of Japan, starting the Meiji Restoration.",Tokugawa shogunate returns power,9 November 1867 CE,https://en.wikipedia.org/wiki/November_9,November 9,,,Wikipedia — November date page,Exact,Governmental transition,Japan,Gregorian (modern date listing),Target met,,Tokugawa shogunate; Imperial House of Japan,National,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1872,November,,North America,GHC-NOV-9-08,Disaster,The Great Boston Fire of 1872.,Great Boston Fire,9 November 1872 CE,https://en.wikipedia.org/wiki/November_9,November 9,Boston,,Wikipedia — November date page,Exact,Urban fire,United States,Gregorian (modern date listing),Target met,,City of Boston,National,Secondary reference chronology,20,Verified against cited chronology,20,4
9,CE,1880,November,,Europe,GHC-NOV-9-09,Disaster,"A major earthquake strikes Zagreb and destroys many buildings, including Zagreb Cathedral. [14] [15]",Zagreb earthquake,9 November 1880 CE,https://en.wikipedia.org/wiki/November_9,November 9,Zagreb,,Wikipedia — November date page,Exact,Earthquake,Croatia,Gregorian (modern date listing),Target met,,,National,Secondary reference chronology,20,Verified against cited chronology,20,4
9,CE,1887,November,,Oceania,GHC-NOV-9-10,Political,"The United States receives rights to Pearl Harbor, Hawaii.",United States obtains Pearl Harbor rights,9 November 1887 CE,https://en.wikipedia.org/wiki/November_9,November 9,Pearl Harbor,,Wikipedia — November date page,Exact,Strategic agreement,United States,Gregorian (modern date listing),Target met,,United States government; Hawaiian Kingdom,National,Secondary reference chronology,20,Verified against cited chronology,20,4
9,CE,1913,November,,North America,GHC-NOV-9-11,Disaster,"The Great Lakes Storm of 1913, the most destructive natural disaster ever to hit the lakes, reaches its greatest intensity after beginning two days earlier. The storm destroys 19 ships and kills more than 250 people.",Great Lakes Storm of 1913,9 November 1913 CE,https://en.wikipedia.org/wiki/November_9,November 9,Great Lakes,,Wikipedia — November date page,Exact,Storm,United States; Canada,Gregorian (modern date listing),Target met,,,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1917,November,,Middle East; Europe,GHC-NOV-9-12,Political,The Balfour Declaration is published in The Times newspaper. [22],Balfour Declaration published,9 November 1917 CE,https://en.wikipedia.org/wiki/November_9,November 9,London,,Wikipedia — November date page,Exact,Declaration,United Kingdom; Israel; Palestine,Gregorian (modern date listing),Target met,Arthur Balfour,British government,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1918,November,,Europe,GHC-NOV-9-13,Political,"Kaiser Wilhelm II of Germany abdicates after the German Revolution, and Germany is proclaimed a Republic.",Abdication of Wilhelm II,9 November 1918 CE,https://en.wikipedia.org/wiki/November_9,November 9,,,Wikipedia — November date page,Exact,Regime change,Germany,Gregorian (modern date listing),Target met,Wilhelm II,German Empire; German Republic,National,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1938,November,,Europe,GHC-NOV-9-14,Social,"Kristallnacht occurs, instigated by the Nazis using the killing of German diplomat Ernst vom Rath by Herschel Grynszpan as justification.",Kristallnacht,9 November 1938 CE,https://en.wikipedia.org/wiki/November_9,November 9,,,Wikipedia — November date page,Exact,Pogrom,Germany; Austria,Gregorian (modern date listing),Target met,Herschel Grynszpan; Ernst vom Rath,Nazi Germany,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1943,November,,North America,GHC-NOV-9-15,Political,"An agreement for the founding of the United Nations Relief and Rehabilitation Administration [28] is signed by 44 countries in the White House, Washington, D.C. [29]",United Nations Relief and Rehabilitation Administration founded,9 November 1943 CE,https://en.wikipedia.org/wiki/November_9,November 9,"Washington, D.C.",,Wikipedia — November date page,Exact,International organization,United States,Gregorian (modern date listing),Target met,,United Nations Relief and Rehabilitation Administration,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1953,November,,Southeast Asia,GHC-NOV-9-16,Political,Cambodia gains independence from France.,Cambodia gains independence,9 November 1953 CE,https://en.wikipedia.org/wiki/November_9,November 9,,,Wikipedia — November date page,Exact,Decolonization,Cambodia; France,Gregorian (modern date listing),Target met,,Kingdom of Cambodia; French Union,National,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1963,November,,East Asia,GHC-NOV-9-17,Disaster,"At a coal mine in Miike, Japan, an explosion kills 458 and hospitalises 839 with carbon monoxide poisoning.",Miike coal-mine explosion,9 November 1963 CE,https://en.wikipedia.org/wiki/November_9,November 9,Miike,,Wikipedia — November date page,Exact,Industrial accident,Japan,Gregorian (modern date listing),Target met,,Miike coal mine,National,Secondary reference chronology,20,Verified against cited chronology,20,4
9,CE,1965,November,,North America,GHC-NOV-9-18,Disaster,Several U.S. states and parts of Canada are hit by a series of blackouts lasting up to 13 hours in the Northeast blackout of 1965.,Northeast blackout,9 November 1965 CE,https://en.wikipedia.org/wiki/November_9,November 9,,,Wikipedia — November date page,Exact,Power-grid failure,United States; Canada,Gregorian (modern date listing),Target met,,Northeastern power grid,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
9,CE,1967,November,,North America,GHC-NOV-9-19,Scientific,"Apollo program: NASA launches the unmanned Apollo 4 test spacecraft, atop the first Saturn V rocket, from Florida's Cape Kennedy.",Apollo 4 launch,9 November 1967 CE,https://en.wikipedia.org/wiki/November_9,November 9,Cape Kennedy,,Wikipedia — November date page,Exact,Spaceflight,United States,Gregorian (modern date listing),Target met,,NASA,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
9,CE,1979,November,,North America,GHC-NOV-9-20,Military,"Cold War: Nuclear false alarm: The NORAD computers and the Alternate National Military Command Center in Fort Ritchie, Maryland, detect a purported massive Soviet nuclear strike. After reviewing the raw data from satellites and checking the early-warning radars, the alert is cancelled.",NORAD nuclear false alarm,9 November 1979 CE,https://en.wikipedia.org/wiki/November_9,November 9,Fort Ritchie,,Wikipedia — November date page,Exact,Nuclear alert,United States,Gregorian (modern date listing),Target met,,NORAD; Alternate National Military Command Center,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1444,November,,Europe,GHC-NOV-10-01,Military,Battle of Varna: The crusading forces of King Władysław III of Poland (aka Ulaszlo I of Hungary and Władysław III of Varna) are defeated by the Turks under Sultan Murad II and Władysław is killed.,Battle of Varna,10 November 1444 CE,https://en.wikipedia.org/wiki/November_10,November 10,Varna,,Wikipedia — November date page,Exact,Battle,Bulgaria; Poland; Hungary; Ottoman Empire,Gregorian (modern date listing),Target met,Murad II; Władysław III,Ottoman Empire; Crusader army,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1775,November,,North America,GHC-NOV-10-02,Military,The United States Marine Corps is founded at Tun Tavern in Philadelphia by Samuel Nicholas.,United States Marine Corps founded,10 November 1775 CE,https://en.wikipedia.org/wiki/November_10,November 10,Philadelphia,,Wikipedia — November date page,Exact,Military institution,United States,Gregorian (modern date listing),Target met,Samuel Nicholas,United States Marine Corps,National,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1793,November,,Europe,GHC-NOV-10-03,Religious,A Goddess of Reason is proclaimed by the French Convention at the suggestion of Pierre Gaspard Chaumette.,Cult of Reason proclaimed,10 November 1793 CE,https://en.wikipedia.org/wiki/November_10,November 10,Paris,,Wikipedia — November date page,Exact,Revolutionary religion,France,Gregorian (modern date listing),Target met,Pierre Gaspard Chaumette,French National Convention,National,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1821,November,,Central America,GHC-NOV-10-04,Political,"Cry of Independence by Rufina Alfaro at La Villa de Los Santos, Panama setting into motion a revolt which led to Panama's independence from Spain and to it immediately becoming part of Colombia.",Cry of Independence at La Villa de Los Santos,10 November 1821 CE,https://en.wikipedia.org/wiki/November_10,November 10,La Villa de Los Santos,,Wikipedia — November date page,Exact,Independence movement,Panama; Spain; Colombia,Gregorian (modern date listing),Target met,Rufina Alfaro,Spanish Empire,National,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1871,November,,Africa,GHC-NOV-10-05,Exploration,"Henry Morton Stanley locates missing explorer and missionary, David Livingstone in Ujiji, near Lake Tanganyika, famously greeting him with the words, ""Dr. Livingstone, I presume?"" [3]",Stanley locates Livingstone,10 November 1871 CE,https://en.wikipedia.org/wiki/November_10,November 10,Ujiji,,Wikipedia — November date page,Exact,Exploration,Tanzania,Gregorian (modern date listing),Target met,Henry Morton Stanley; David Livingstone,,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1898,November,,North America,GHC-NOV-10-06,Social,"White supremacists seized power and massacred black Americans during the Wilmington massacre, the only instance of a municipal government being overthrown in United States history.",Wilmington massacre and coup,10 November 1898 CE,https://en.wikipedia.org/wiki/November_10,November 10,Wilmington,,Wikipedia — November date page,Exact,Racial violence and political coup,United States,Gregorian (modern date listing),Target met,,,National,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1940,November,,Europe,GHC-NOV-10-07,Disaster,"The 1940 Vrancea earthquake strikes Romania killing an estimated 1,000 and injuring approximately 4,000 more.",Vrancea earthquake,10 November 1940 CE,https://en.wikipedia.org/wiki/November_10,November 10,Vrancea,,Wikipedia — November date page,Exact,Earthquake,Romania,Gregorian (modern date listing),Target met,,,National,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1942,November,,Europe,GHC-NOV-10-08,Military,World War II: Germany invades Vichy France following French Admiral François Darlan's agreement to an armistice with the Allies in North Africa.,Germany invades Vichy France,10 November 1942 CE,https://en.wikipedia.org/wiki/November_10,November 10,,,Wikipedia — November date page,Exact,Invasion,Germany; France,Gregorian (modern date listing),Target met,François Darlan,Nazi Germany; Vichy France,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1944,November,,Oceania,GHC-NOV-10-09,Disaster,"The ammunition ship USS Mount Hood explodes at Seeadler Harbour, Manus, Admiralty Islands, killing at least 432 and wounding 371.",USS Mount Hood explosion,10 November 1944 CE,https://en.wikipedia.org/wiki/November_10,November 10,Seeadler Harbour,,Wikipedia — November date page,Exact,Military explosion,United States; Papua New Guinea,Gregorian (modern date listing),Target met,,United States Navy,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1945,November,Today celebrated in Indonesia as Heroes' Day (Hari Pahlawan).; (Hari Pahlawan),Southeast Asia,GHC-NOV-10-10,Military,"Heavy fighting in Surabaya between Indonesian nationalists and returning colonialists after World War II, today celebrated as Heroes' Day (Hari Pahlawan).",Battle of Surabaya,10 November 1945 CE,https://en.wikipedia.org/wiki/November_10,November 10,Surabaya,(Hari Pahlawan),Wikipedia — November date page,Exact,Battle,Indonesia; Netherlands,As stated in source chronology,Target met,,Indonesian nationalists; Dutch colonial forces,National,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1951,November,,North America,GHC-NOV-10-11,Scientific,"With the rollout of the North American Numbering Plan, direct-dial coast-to-coast telephone service begins in the United States.",Coast-to-coast direct dialing begins,10 November 1951 CE,https://en.wikipedia.org/wiki/November_10,November 10,,,Wikipedia — November date page,Exact,Telecommunications,United States,Gregorian (modern date listing),Target met,,American Telephone and Telegraph Company,National,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1967,November,Independence effective 31 January 1968.,Oceania,GHC-NOV-10-12,Political,"The Nauru Independence Act 1967 passed the Parliament of Australia, giving independence to the UN Trust Territory of Nauru with effect from 31 January 1968. [6]",Nauru Independence Act passed,10 November 1967 CE,https://en.wikipedia.org/wiki/November_10,November 10,,,Wikipedia — November date page,Exact,Decolonization,Nauru; Australia,Gregorian (modern date listing),Target met,,Parliament of Australia; United Nations Trust Territory of Nauru,National,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1969,November,National Educational Television was the predecessor to the Public Broadcasting Service.,North America,GHC-NOV-10-13,Cultural,National Educational Television (the predecessor to the Public Broadcasting Service) in the United States debuts Sesame Street.,Sesame Street debuts,10 November 1969 CE,https://en.wikipedia.org/wiki/November_10,November 10,,,Wikipedia — November date page,Exact,Children's television,United States,Gregorian (modern date listing),Target met,,National Educational Television,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1970,November,,Europe,GHC-NOV-10-14,Scientific,Luna 17: uncrewed space mission launched by the Soviet Union. [3],Luna 17 launched,10 November 1970 CE,https://en.wikipedia.org/wiki/November_10,November 10,,,Wikipedia — November date page,Exact,Space exploration,Soviet Union,Gregorian (modern date listing),Target met,,Soviet space program,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1975,November,,North America,GHC-NOV-10-15,Disaster,"The 729-foot-long freighter SS Edmund Fitzgerald sinks during a storm on Lake Superior, killing all 29 crew on board.",SS Edmund Fitzgerald sinks,10 November 1975 CE,https://en.wikipedia.org/wiki/November_10,November 10,Lake Superior,,Wikipedia — November date page,Exact,Maritime disaster,United States; Canada,Gregorian (modern date listing),Target met,,,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1975,November,,Middle East,GHC-NOV-10-16,Political,"Israeli-Palestinian conflict: the United Nations General Assembly passes Resolution 3379, determining that Zionism is a form of racism. [9]",UN Resolution 3379 adopted,10 November 1975 CE,https://en.wikipedia.org/wiki/November_10,November 10,New York City,,Wikipedia — November date page,Exact,United Nations resolution,Israel; Palestine,Gregorian (modern date listing),Target met,,United Nations General Assembly,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1983,November,,North America,GHC-NOV-10-17,Scientific,Bill Gates introduces Windows 1.0.,Windows 1.0 introduced,10 November 1983 CE,https://en.wikipedia.org/wiki/November_10,November 10,,,Wikipedia — November date page,Exact,Personal computing,United States,Gregorian (modern date listing),Target met,Bill Gates,Microsoft,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
10,CE,1989,November,,Europe,GHC-NOV-10-18,Political,Longtime Bulgarian leader Todor Zhivkov is removed from office and replaced by Petar Mladenov.,Todor Zhivkov removed from office,10 November 1989 CE,https://en.wikipedia.org/wiki/November_10,November 10,Sofia,,Wikipedia — November date page,Exact,Leadership change,Bulgaria,Gregorian (modern date listing),Target met,Todor Zhivkov; Petar Mladenov,Bulgarian Communist Party,National,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1989,November,,Europe,GHC-NOV-10-19,Political,Germans begin to tear down the Berlin Wall.,Berlin Wall dismantling begins,10 November 1989 CE,https://en.wikipedia.org/wiki/November_10,November 10,Berlin,,Wikipedia — November date page,Exact,Cold War transformation,Germany,Gregorian (modern date listing),Target met,,German Democratic Republic,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
10,CE,1995,November,,Africa,GHC-NOV-10-20,Political,"In Nigeria, playwright and environmental activist Ken Saro-Wiwa, along with eight others from the Movement for the Survival of the Ogoni People (Mosop), are hanged by government forces.",Ken Saro-Wiwa executed,10 November 1995 CE,https://en.wikipedia.org/wiki/November_10,November 10,,,Wikipedia — November date page,Exact,Execution and human rights,Nigeria,Gregorian (modern date listing),Target met,Ken Saro-Wiwa,Movement for the Survival of the Ogoni People; Nigerian government,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1215,November,,Europe,GHC-NOV-11-01,Religious,"The Fourth Council of the Lateran meets, defining the doctrine of transubstantiation, the process by which bread and wine are, by that doctrine, said to transform into the body and blood of Christ.",Fourth Council of the Lateran opens,11 November 1215 CE,https://en.wikipedia.org/wiki/November_11,November 11,Rome,,Wikipedia — November date page,Exact,Church council,Vatican City,Gregorian (modern date listing),Target met,Pope Innocent III,Catholic Church,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1572,November,,Europe,GHC-NOV-11-02,Scientific,Tycho Brahe observes the supernova SN 1572.,Tycho Brahe observes SN 1572,11 November 1572 CE,https://en.wikipedia.org/wiki/November_11,November 11,,,Wikipedia — November date page,Exact,Astronomy,Denmark,Gregorian (modern date listing),Target met,Tycho Brahe,Danish astronomy,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1620,November,,North America,GHC-NOV-11-03,Political,The Mayflower Compact is signed in what is now Provincetown Harbor near Cape Cod.,Mayflower Compact is signed,11 November 1620 CE,https://en.wikipedia.org/wiki/November_11,November 11,Provincetown,,Wikipedia — November date page,Exact,Colonial governance,United States,Gregorian (modern date listing),Target met,,Plymouth settlers,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1673,November,,Eastern Europe,GHC-NOV-11-04,Military,"Second Battle of Khotyn in Ukraine: Polish–Lithuanian Commonwealth forces under the command of Jan Sobieski defeat the Ottoman army. In this battle, rockets made by Kazimierz Siemienowicz are successfully used.",Second Battle of Khotyn,11 November 1673 CE,https://en.wikipedia.org/wiki/November_11,November 11,Khotyn,,Wikipedia — November date page,Exact,Battle,Ukraine; Poland; Lithuania; Türkiye,Gregorian (modern date listing),Target met,Jan Sobieski,Polish–Lithuanian Commonwealth; Ottoman Empire,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
11,CE,1778,November,,North America,GHC-NOV-11-05,Military,"Cherry Valley massacre: Loyalists and Seneca Indian forces attack a fort and village in eastern New York during the American Revolutionary War, killing more than forty civilians and soldiers.",Cherry Valley massacre,11 November 1778 CE,https://en.wikipedia.org/wiki/November_11,November 11,Cherry Valley,,Wikipedia — November date page,Exact,Massacre,United States,Gregorian (modern date listing),Target met,,Loyalists; Seneca; Continental forces,National,Secondary reference chronology,20,Verified against cited chronology,20,4
11,CE,1805,November,,Europe,GHC-NOV-11-06,Military,Napoleonic Wars: Battle of Dürenstein: Eight thousand French troops attempt to slow the retreat of a vastly superior Russian and Austrian force.,Battle of Dürenstein,11 November 1805 CE,https://en.wikipedia.org/wiki/November_11,November 11,Dürnstein,,Wikipedia — November date page,Exact,Battle,Austria; France; Russia,Gregorian (modern date listing),Target met,,French Empire; Russian Empire; Austrian Empire,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
11,CE,1855,November,,East Asia,GHC-NOV-11-07,Disaster,"A powerful earthquake occurs in Edo, Japan, causing considerable damage in the Kantō region from the shaking and subsequent fires. It had a death toll of 7,000–10,000 people and destroyed around 14,000 buildings. [2]",Ansei Edo earthquake,11 November 1855 CE,https://en.wikipedia.org/wiki/November_11,November 11,Edo,,Wikipedia — November date page,Exact,Earthquake,Japan,Gregorian (modern date listing),Target met,,Tokugawa shogunate,National,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1869,November,,Oceania,GHC-NOV-11-08,Social,"The Victorian Aboriginal Protection Act is enacted in Australia, giving the government control of indigenous people's wages, their terms of employment, where they could live, and of their children, effectively leading to the Stolen Generations.",Victorian Aboriginal Protection Act enacted,11 November 1869 CE,https://en.wikipedia.org/wiki/November_11,November 11,Melbourne,,Wikipedia — November date page,Exact,Indigenous policy,Australia,Gregorian (modern date listing),Target met,,Government of Victoria,National,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1887,November,,North America,GHC-NOV-11-09,Social,Four convicted anarchists were executed as a result of the Haymarket affair. [3],Haymarket anarchists executed,11 November 1887 CE,https://en.wikipedia.org/wiki/November_11,November 11,Chicago,,Wikipedia — November date page,Exact,Labor and civil rights,United States,Gregorian (modern date listing),Target met,,Illinois state government,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1889,November,,North America,GHC-NOV-11-10,Political,The State of Washington is admitted as the 42nd state of the United States. [4],Washington admitted to the Union,11 November 1889 CE,https://en.wikipedia.org/wiki/November_11,November 11,,,Wikipedia — November date page,Exact,Statehood,United States,Gregorian (modern date listing),Target met,,United States,National,Secondary reference chronology,20,Verified against cited chronology,20,4
11,CE,1918,November,,Europe,GHC-NOV-11-11,Military,World War I: Germany signs an armistice agreement with the Allies in a railroad car in the forest of Compiègne. [5],Armistice ends World War I,11 November 1918 CE,https://en.wikipedia.org/wiki/November_11,November 11,Compiègne,,Wikipedia — November date page,Exact,Armistice,France; Germany; United Kingdom; United States; Belgium; Italy,Gregorian (modern date listing),Target met,,German Empire; Allied Powers,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1918,November,,Europe,GHC-NOV-11-12,Political,Józef Piłsudski assumes supreme military power in Poland – symbolic first day of Polish independence.,Polish independence is established,11 November 1918 CE,https://en.wikipedia.org/wiki/November_11,November 11,Warsaw,,Wikipedia — November date page,Exact,Independence,Poland,Gregorian (modern date listing),Target met,Józef Piłsudski,Second Polish Republic,National,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1923,November,,Europe,GHC-NOV-11-13,Political,Adolf Hitler is arrested in Munich for high treason for his role in the Beer Hall Putsch.,Adolf Hitler arrested after Beer Hall Putsch,11 November 1923 CE,https://en.wikipedia.org/wiki/November_11,November 11,Munich,,Wikipedia — November date page,Exact,Political extremism,Germany,Gregorian (modern date listing),Target met,Adolf Hitler,Weimar Republic; Nazi Party,National,Secondary reference chronology,20,Verified against cited chronology,20,4
11,CE,1940,November,,Europe,GHC-NOV-11-14,Military,"World War II: In the Battle of Taranto, the Royal Navy launches the first all-aircraft ship-to-ship naval attack in history.",Battle of Taranto,11 November 1940 CE,https://en.wikipedia.org/wiki/November_11,November 11,Taranto,,Wikipedia — November date page,Exact,Naval warfare,Italy; United Kingdom,Gregorian (modern date listing),Target met,,Royal Navy; Regia Marina,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1942,November,,Europe,GHC-NOV-11-15,Military,World War II: France's zone libre is occupied by German forces in Case Anton.,Case Anton occupies Vichy France,11 November 1942 CE,https://en.wikipedia.org/wiki/November_11,November 11,,,Wikipedia — November date page,Exact,Occupation,France; Germany,Gregorian (modern date listing),Target met,,Nazi Germany; Vichy France,National,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1942,November,,West Asia,GHC-NOV-11-16,Political,"The Turkish parliament passes the Varlık Vergisi, [7] a capital tax mostly levied on non-Muslim citizens with the unofficial aim to inflict financial ruin on them and end their prominence in the country's economy. [8] [9] [10]",Turkey enacts Varlık Vergisi,11 November 1942 CE,https://en.wikipedia.org/wiki/November_11,November 11,Ankara,,Wikipedia — November date page,Exact,Discriminatory taxation,Türkiye,Gregorian (modern date listing),Target met,,Republic of Turkey,National,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1965,November,,Southern Africa,GHC-NOV-11-17,Political,Southern Rhodesia's Prime Minister Ian Smith unilaterally declares the colony independent as the unrecognised state of Rhodesia.,Rhodesia declares unilateral independence,11 November 1965 CE,https://en.wikipedia.org/wiki/November_11,November 11,Salisbury,,Wikipedia — November date page,Exact,Unilateral independence,Zimbabwe; United Kingdom,Gregorian (modern date listing),Target met,Ian Smith,Rhodesia; United Kingdom,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,1966,November,,North America,GHC-NOV-11-18,Scientific,NASA launches Gemini 12.,Gemini 12 launches,11 November 1966 CE,https://en.wikipedia.org/wiki/November_11,November 11,Cape Canaveral,,Wikipedia — November date page,Exact,Spaceflight,United States,Gregorian (modern date listing),Target met,,NASA,Global,Secondary reference chronology,20,Verified against cited chronology,20,4
11,CE,1975,November,,Oceania,GHC-NOV-11-19,Political,"Australian constitutional crisis of 1975: Australian Governor-General Sir John Kerr dismisses the government of Gough Whitlam, appoints Malcolm Fraser as caretaker Prime Minister and announces a general election to be held in early December.",Australian constitutional crisis,11 November 1975 CE,https://en.wikipedia.org/wiki/November_11,November 11,Canberra,,Wikipedia — November date page,Exact,Constitutional crisis,Australia,Gregorian (modern date listing),Target met,Sir John Kerr; Gough Whitlam; Malcolm Fraser,Government of Australia,National,Secondary reference chronology,20,Verified against cited chronology,20,5
11,CE,2002,November,,Europe,GHC-NOV-11-20,Scientific,Russian mathematician Grigori Perelman posts the first of three preprint texts with his proof of the Poincaré conjecture. It remains the only of the Millennium Prize Problems in mathematics to be solved. He later refused both the prize money from Clay Mathematics Institute as well as the Fields Medal for his work. [16],Perelman posts Poincaré conjecture proof,11 November 2002 CE,https://en.wikipedia.org/wiki/November_11,November 11,,,Wikipedia — November date page,Exact,Mathematics,Russia,Gregorian (modern date listing),Target met,Grigori Perelman,Mathematical research community,Global,Secondary reference chronology,20,Verified against cited chronology,20,5
12,CE,1330,November,,Europe,GHC-NOV-12-01,Military,Battle of Posada ends: Wallachian Voievode Basarab I defeats the Hungarian army by ambush. [3],Battle of Posada,12 November 1330 CE,https://en.wikipedia.org/wiki/November_12,November 12,,,Wikipedia — November date page,Exact,Battle,Romania; Hungary,Gregorian (modern date listing),Target met,Basarab I,Principality of Wallachia; Kingdom of Hungary,Regional,Secondary reference chronology,20,Verified against cited chronology,20,4
12,CE,1893,November,,South Asia,GHC-NOV-12-02,Political,Abdur Rahman Khan accepts the Durand Line as the border between the Emirate of Afghanistan and the British Raj.,Durand Line agreement,12 November 1893 CE,https://en.wikipedia.org/wiki/November_12,November 12,,,Wikipedia — November date page,Exact,Border agreement,Afghanistan; India; Pakistan,Gregorian (modern date listing),Target met,Abdur Rahman Khan,Emirate of Afghanistan; British Raj,Regional,Secondary reference chronology,20,Verified against cited chronology,20,5
