Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
10,CE,1791,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-10-13,event,The Siege of Dunlap's Station begins near Cincinnati during the Northwest Indian War. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,The Siege of Dunlap's Station begins near Cincinnati during the Northwest Indian War.,10 January 1791 CE,https://en.wikipedia.org/wiki/January_10,,01-10,Wikipedia — January 10,,exact day (secondary compilation),War and conflict,India,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
10,CE,1990,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-10-14,event,Time Warner is formed by the merger of Time Inc. and Warner Communications. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,Time Warner is formed by the merger of Time Inc. and Warner Communications.,10 January 1990 CE,https://en.wikipedia.org/wiki/January_10,,01-10,Wikipedia — January 10,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
10,CE,1776,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-10-15,event,American Revolution: Thomas Paine publishes his pamphlet Common Sense. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,American Revolution: Thomas Paine publishes his pamphlet Common Sense.,10 January 1776 CE,https://en.wikipedia.org/wiki/January_10,,01-10,Wikipedia — January 10,,exact day (secondary compilation),"Social, economic and institutional history",,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
10,CE,1920,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-10-16,event,League of Nations Covenant automatically enters into force after the Treaty of Versailles is ratified by Germany. The event is recorded in a dated historical chronology for this calendar day.,League of Nations Covenant automatically enters into force after the Treaty of Versailles is ratified by Germany.,10 January 1920 CE,https://en.wikipedia.org/wiki/January_10,,01-10,Wikipedia — January 10,,exact day (secondary compilation),Political history and decolonization,Germany,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
10,CE,1812,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-10-17,event,"The first steamboat on the Ohio River or the Mississippi River arrives in New Orleans, 82 days after departing from Pittsburgh. The event is recorded in a dated historical chronology for this calendar day.","The first steamboat on the Ohio River or the Mississippi River arrives in New Orleans, 82 days after departing from Pittsburgh.",10 January 1812 CE,https://en.wikipedia.org/wiki/January_10,,01-10,Wikipedia — January 10,,exact day (secondary compilation),"Social, economic and institutional history",,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
10,CE,1985,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-10-18,event,Sandinista Daniel Ortega becomes president of Nicaragua and vows to continue the transformation to socialism and alliance with the Soviet Union and Cuba. The event is recorded in a dated historical chronology for this calendar day.,Sandinista Daniel Ortega becomes president of Nicaragua and vows to continue the transformation to socialism and alliance with the Soviet Union and Cuba.,10 January 1985 CE,https://en.wikipedia.org/wiki/January_10,,01-10,Wikipedia — January 10,,exact day (secondary compilation),Political history and decolonization,Cuba,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
10,CE,1972,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-10-19,event,Sheikh Mujibur Rahman returns to the newly independent Bangladesh as president after spending over nine months in prison in Pakistan. The event is recorded in a dated historical chronology for this calendar day.,Sheikh Mujibur Rahman returns to the newly independent Bangladesh as president after spending over nine months in prison in Pakistan.,10 January 1972 CE,https://en.wikipedia.org/wiki/January_10,,01-10,Wikipedia — January 10,,exact day (secondary compilation),Political history and decolonization,Pakistan,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
10,CE,2007,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-10-20,event,A general strike begins in Guinea in an attempt to get President Lansana Conté to resign. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,A general strike begins in Guinea in an attempt to get President Lansana Conté to resign.,10 January 2007 CE,https://en.wikipedia.org/wiki/January_10,,01-10,Wikipedia — January 10,,exact day (secondary compilation),Political history and decolonization,,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
11,CE,1998,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Africa,JAN-11-01,event,Over 100 people are killed in the Sidi-Hamed massacre in Algeria. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,Over 100 people are killed in the Sidi-Hamed massacre in Algeria.,11 January 1998 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),"Social, economic and institutional history",Algeria,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
11,CE,1942,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-11-02,event,"World War II: Japanese forces attack Tarakan in Borneo, Netherlands Indies (Battle of Tarakan) The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","World War II: Japanese forces attack Tarakan in Borneo, Netherlands Indies (Battle of Tarakan)",11 January 1942 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),War and conflict,Japan,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,10
11,CE,1863,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-11-03,event,American Civil War: The three-day Battle of Arkansas Post concludes as General John McClernand and Admiral David Dixon Porter capture Fort Hindman and secure control over the Arkansas River for the Union.,American Civil War: The three-day Battle of Arkansas Post concludes as General John McClernand and Admiral David Dixon Porter capture Fort Hindman and secure control over the…,11 January 1863 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,9
11,CE,1986,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Oceania,JAN-11-04,event,"The Gateway Bridge, Brisbane, Queensland, Australia is officially opened. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","The Gateway Bridge, Brisbane, Queensland, Australia is officially opened.",11 January 1986 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),Political history and decolonization,Australia,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
11,CE,1914,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Polar regions,JAN-11-05,event,"The Karluk, flagship of the Canadian Arctic Expedition, sinks after being crushed by ice. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","The Karluk, flagship of the Canadian Arctic Expedition, sinks after being crushed by ice.",11 January 1914 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),"Social, economic and institutional history",,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
11,CE,1996,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-11-06,event,Space Shuttle program: STS-72 launches from the Kennedy Space Center marking the start of the 74th Space Shuttle mission and the 10th flight of Endeavour. The event is recorded in a dated historical chronology for this calendar day.,Space Shuttle program: STS-72 launches from the Kennedy Space Center marking the start of the 74th Space Shuttle mission and the 10th flight of Endeavour.,11 January 1996 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),"Science, technology and exploration",,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
11,CE,1923,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-11-07,event,Occupation of the Ruhr: Troops from France and Belgium occupy the Ruhr area to force Germany to make its World War I reparation payments. The event is recorded in a dated historical chronology for this calendar day.,Occupation of the Ruhr: Troops from France and Belgium occupy the Ruhr area to force Germany to make its World War I reparation payments.,11 January 1923 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),War and conflict,France,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,8
11,CE,1942,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-11-08,event,"World War II: Japanese forces capture Kuala Lumpur, the capital of the Federated Malay States. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","World War II: Japanese forces capture Kuala Lumpur, the capital of the Federated Malay States.",11 January 1942 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),War and conflict,Japan,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,8
11,CE,1863,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-11-09,event,American Civil War: CSS Alabama encounters and sinks the USS Hatteras off Galveston Lighthouse in Texas. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,American Civil War: CSS Alabama encounters and sinks the USS Hatteras off Galveston Lighthouse in Texas.,11 January 1863 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
11,CE,1861,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-11-10,event,American Civil War: Alabama secedes from the United States. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,American Civil War: Alabama secedes from the United States.,11 January 1861 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),War and conflict,United States,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
11,CE,1943,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-11-11,event,The Republic of China agrees to the Sino-British New Equal Treaty and the Sino-American New Equal Treaty. The event is recorded in a dated historical chronology for this calendar day.,The Republic of China agrees to the Sino-British New Equal Treaty and the Sino-American New Equal Treaty.,11 January 1943 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),Political history and decolonization,China,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
11,CE,1946,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-11-12,event,"Enver Hoxha, Secretary General of the Communist Party of Albania, declares the People's Republic of Albania with himself as head of state. The event is recorded in a dated historical chronology for this calendar day.","Enver Hoxha, Secretary General of the Communist Party of Albania, declares the People's Republic of Albania with himself as head of state.",11 January 1946 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),Political history and decolonization,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
11,CE,1962,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-11-13,event,"Cold War: While tied to its pier in Polyarny, the Soviet submarine B-37 is destroyed when fire breaks out in its torpedo compartment. The event is recorded in a dated historical chronology for this calendar day.","Cold War: While tied to its pier in Polyarny, the Soviet submarine B-37 is destroyed when fire breaks out in its torpedo compartment.",11 January 1962 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
11,CE,1654,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-11-14,event,Arauco War: A Spanish army is defeated by local Mapuche-Huilliches as it tries to cross Bueno River in Southern Chile. The event is recorded in a dated historical chronology for this calendar day.,Arauco War: A Spanish army is defeated by local Mapuche-Huilliches as it tries to cross Bueno River in Southern Chile.,11 January 1654 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),War and conflict,Chile,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
11,CE,1943,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-11-15,event,Italian-American anarchist Carlo Tresca is assassinated in New York City. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,Italian-American anarchist Carlo Tresca is assassinated in New York City.,11 January 1943 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),"Social, economic and institutional history",,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
11,CE,1961,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-11-16,event,"Throgs Neck Bridge over the East River, linking New York City's boroughs of The Bronx and Queens, opens to road traffic. The event is recorded in a dated historical chronology for this calendar day.","Throgs Neck Bridge over the East River, linking New York City's boroughs of The Bronx and Queens, opens to road traffic.",11 January 1961 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),Political history and decolonization,,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
11,CE,1959,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-11-17,event,36 people are killed when Lufthansa Flight 502 crashes on approach to Rio de Janeiro/Galeão International Airport in Brazil. The event is recorded in a dated historical chronology for this calendar day.,36 people are killed when Lufthansa Flight 502 crashes on approach to Rio de Janeiro/Galeão International Airport in Brazil.,11 January 1959 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),Disaster and public safety,Brazil,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
11,CE,1983,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-11-18,event,"United Airlines Flight 2885 crashes after takeoff from Detroit Metropolitan Airport, killing three. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","United Airlines Flight 2885 crashes after takeoff from Detroit Metropolitan Airport, killing three.",11 January 1983 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),Disaster and public safety,,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
11,CE,1787,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-11-19,event,"William Herschel discovers Titania and Oberon, two moons of Uranus. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","William Herschel discovers Titania and Oberon, two moons of Uranus.",11 January 1787 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),"Social, economic and institutional history",,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
11,CE,1995,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-11-20,event,"51 people are killed in a plane crash in María La Baja, Colombia. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","51 people are killed in a plane crash in María La Baja, Colombia.",11 January 1995 CE,https://en.wikipedia.org/wiki/January_11,,01-11,Wikipedia — January 11,,exact day (secondary compilation),Disaster and public safety,Colombia,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,4
12,CE,1970,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Africa,JAN-12-01,event,"Biafra capitulates, ending the Nigerian Civil War. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.","Biafra capitulates, ending the Nigerian Civil War.",12 January 1970 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),War and conflict,Nigeria,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
12,CE,1962,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-12-02,event,"Vietnam War: Operation Chopper, the first American combat mission and first American helicopter assault in the war, takes place. The event is recorded in a dated historical chronology for this calendar day.","Vietnam War: Operation Chopper, the first American combat mission and first American helicopter assault in the war, takes place.",12 January 1962 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),War and conflict,Vietnam,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
12,CE,1976,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Middle East,JAN-12-03,event,The United Nations Security Council votes 11–1 to allow the Palestine Liberation Organization to participate in a Security Council debate (without voting rights). The event is recorded in a dated historical chronology for this calendar day.,The United Nations Security Council votes 11–1 to allow the Palestine Liberation Organization to participate in a Security Council debate (without voting rights).,12 January 1976 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),"Social, economic and institutional history",Palestine,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,9
12,CE,1942,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Americas,JAN-12-04,event,World War II: United States President Franklin D. Roosevelt creates the National War Labor Board. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,World War II: United States President Franklin D. Roosevelt creates the National War Labor Board.,12 January 1942 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),War and conflict,United States,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,8
12,CE,1916,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-12-05,event,"Oswald Boelcke and Max Immelmann become the first German aviators to earn the Pour le Mérite, receive the German Empire's highest military award, for achieving eight aerial victories each over Allied aircraft.","Oswald Boelcke and Max Immelmann become the first German aviators to earn the Pour le Mérite, receive the German Empire's highest military award, for achieving eight aerial…",12 January 1916 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,8
12,CE,1945,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-12-06,event,World War II: The Red Army begins the Vistula–Oder Offensive. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,World War II: The Red Army begins the Vistula–Oder Offensive.,12 January 1945 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,international,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,8
12,CE,1964,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Transregional/unspecified,JAN-12-07,event,Rebels in Zanzibar begin a revolt known as the Zanzibar Revolution and proclaim a republic. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,Rebels in Zanzibar begin a revolt known as the Zanzibar Revolution and proclaim a republic.,12 January 1964 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),War and conflict,,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
12,CE,1997,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Europe,JAN-12-08,event,"Space Shuttle program: Atlantis launches from the Kennedy Space Center on mission STS-81 to the Russian space station Mir, carrying astronaut Jerry M. Linenger for a four-month stay on board the station, replacing astronaut John E. Blaha.","Space Shuttle program: Atlantis launches from the Kennedy Space Center on mission STS-81 to the Russian space station Mir, carrying astronaut Jerry M. Linenger for a four-month…",12 January 1997 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),"Science, technology and exploration",Russia,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,7
12,CE,1911,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-12-09,event,The University of the Philippines College of Law is established. The event is recorded in a dated historical chronology for this calendar day. The dated reference identifies this as a historical event on this calendar day.,The University of the Philippines College of Law is established.,12 January 1911 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),"Culture, education and religion",Philippines,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
12,CE,1554,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Asia,JAN-12-10,event,"Bayinnaung, who would go on to assemble the largest empire in the history of Southeast Asia, is crowned King of Burma. The event is recorded in a dated historical chronology for this calendar day.","Bayinnaung, who would go on to assemble the largest empire in the history of Southeast Asia, is crowned King of Burma.",12 January 1554 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),Political history and decolonization,,Gregorian day-date convention (retrospective where applicable),meets target,national,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,5
12,CE,1991,January,Date uses the Gregorian January day-page convention; for pre-modern events the original local calendar and conversion can differ. No year 0 is used. Source 1 is a secondary compilation; institutional corroboration is included when available.,Middle East,JAN-12-11,event,Persian Gulf War: An act of the U.S. Congress authorizes the use of American military force to drive Iraq out of Kuwait. The event is recorded in a dated historical chronology for this calendar day.,Persian Gulf War: An act of the U.S. Congress authorizes the use of American military force to drive Iraq out of Kuwait.,12 January 1991 CE,https://en.wikipedia.org/wiki/January_12,,01-12,Wikipedia — January 12,,exact day (secondary compilation),War and conflict,Iraq,Gregorian day-date convention (retrospective where applicable),meets target,regional,Secondary reference compilation; corroborated by institutional source where supplied,20,verified against dated reference entry,20,6
