Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
4,CE,1992,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-4-05,Conflict / political violence,"On 4 December 1992 CE, Somali Civil War: President George H. W. Bush orders 28,000 U.S. troops to Somalia in Northeast Africa.","Somali Civil War: President George H. W. Bush orders 28,000 U.S. troops to Somalia in Northeast Africa.",4 December 1992 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,92
4,CE,1918,December,Date page uses modern date presentation; original calendar date is not stated.,Global / transnational,GHC-DEC-4-06,Conflict / political violence,"On 4 December 1918 CE, U.S. President Woodrow Wilson sails for the World War I peace talks in Versailles, becoming the first US president to travel to Europe while in office.","U.S. President Woodrow Wilson sails for the World War I peace talks in Versailles, becoming the first US president to travel to Europe while in office.",4 December 1918 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
4,CE,1950,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-4-07,Conflict / political violence,"On 4 December 1950 CE, Korean War: Jesse L. Brown (the 1st African-American Naval aviator) is killed in action during the Battle of Chosin Reservoir.",Korean War: Jesse L. Brown (the 1st African-American Naval aviator) is killed in action during the Battle of Chosin Reservoir.,4 December 1950 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
4,CE,1917,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-4-08,Political change,"On 4 December 1917 CE, The Finnish Senate submits to the Parliament of Finland a proposal for the form of government of the Republic of Finland and issues a communication to Parliament declaring the independence of Finland.",The Finnish Senate submits to the Parliament of Finland a proposal for the form of government of the Republic of Finland and issues a communication to Parliament declaring the independence of Finland.,4 December 1917 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Politics and governance,Finland,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,81
4,CE,1977,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-4-09,Political change,"On 4 December 1977 CE, Jean-Bédel Bokassa, president of the Central African Republic, crowns himself Emperor Bokassa I of the Central African Empire.","Jean-Bédel Bokassa, president of the Central African Republic, crowns himself Emperor Bokassa I of the Central African Empire.",4 December 1977 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Politics and governance,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,81
4,CE,1863,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-4-10,Conflict / political violence,"On 4 December 1863 CE, American Civil War: Confederate General James Longstreet lifts his unsuccessful siege of Knoxville, Tennessee after failing to capture the city.","American Civil War: Confederate General James Longstreet lifts his unsuccessful siege of Knoxville, Tennessee after failing to capture the city.",4 December 1863 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,80
4,CE,1948,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-4-11,Conflict / political violence,"On 4 December 1948 CE, Chinese Civil War: The SS Kiangya, carrying Nationalist refugees from Shanghai, explodes in the Huangpu River.","Chinese Civil War: The SS Kiangya, carrying Nationalist refugees from Shanghai, explodes in the Huangpu River.",4 December 1948 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,China,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,80
4,CE,1984,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-4-12,Conflict / political violence,"On 4 December 1984 CE, Sri Lankan Civil War: Sri Lankan Army soldiers kill 107–150 civilians in Mannar.",Sri Lankan Civil War: Sri Lankan Army soldiers kill 107–150 civilians in Mannar.,4 December 1984 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,80
4,CE,1965,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-4-13,Science / technology,"On 4 December 1965 CE, Launch of Gemini 7 with crew members Frank Borman and Jim Lovell. The Gemini 7 spacecraft was the passive target for the first crewed space rendezvous performed by the crew of Gemini 6A.",Launch of Gemini 7 with crew members Frank Borman and Jim Lovell. The Gemini 7 spacecraft was the passive target for the first crewed space rendezvous performed by the crew of Gemini 6A.,4 December 1965 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Science and technology,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,79
4,CE,1259,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-4-14,Political change,"On 4 December 1259 CE, Kings Louis IX of France and Henry III of England agree to the Treaty of Paris, in which Henry renounces his claims to French-controlled territory on continental Europe (including Normandy) in exchange for Louis withdrawing his support for English rebels.","Kings Louis IX of France and Henry III of England agree to the Treaty of Paris, in which Henry renounces his claims to French-controlled territory on continental Europe (including Normandy) in exchange for Louis withdrawing his support for English rebels.",4 December 1259 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Politics and governance,United Kingdom,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
4,CE,1943,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-4-15,Conflict / political violence,"On 4 December 1943 CE, World War II: U.S. President Franklin D. Roosevelt closes down the Works Progress Administration, because of the high levels of wartime employment in the United States.","World War II: U.S. President Franklin D. Roosevelt closes down the Works Progress Administration, because of the high levels of wartime employment in the United States.",4 December 1943 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
4,CE,1945,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-4-16,Historical event,"On 4 December 1945 CE, By a vote of 65–7, the United States Senate approves United States participation in the United Nations. (The UN had been established on October 24, 1945.)","By a vote of 65–7, the United States Senate approves United States participation in the United Nations. (The UN had been established on October 24, 1945.)",4 December 1945 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,General history,United States,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,75
4,CE,1676,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-4-17,Conflict / political violence,"On 4 December 1676 CE, The Battle of Lund occurs, and is the bloodiest battle in Scandinavian history.","The Battle of Lund occurs, and is the bloodiest battle in Scandinavian history.",4 December 1676 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,73
4,CE,1893,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-4-18,Conflict / political violence,"On 4 December 1893 CE, First Matabele War: A patrol of 34 British South Africa Company soldiers is ambushed and annihilated by more than 3,000 Matabele warriors on the Shangani River in Matabeleland.","First Matabele War: A patrol of 34 British South Africa Company soldiers is ambushed and annihilated by more than 3,000 Matabele warriors on the Shangani River in Matabeleland.",4 December 1893 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Military and conflict,United Kingdom,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,73
4,CE,1998,December,Date page uses modern date presentation; original calendar date is not stated.,Global / transnational,GHC-DEC-4-19,Science / technology,"On 4 December 1998 CE, The Unity Module, the second module of the International Space Station, is launched.","The Unity Module, the second module of the International Space Station, is launched.",4 December 1998 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Science and technology,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,71
4,CE,1981,December,Date page uses modern date presentation; original calendar date is not stated.,Africa,GHC-DEC-4-20,Political change,"On 4 December 1981 CE, South Africa grants independence to the Ciskei "" homeland"" (not recognized by any government outside South Africa).","South Africa grants independence to the Ciskei "" homeland"" (not recognized by any government outside South Africa).",4 December 1981 CE,https://en.wikipedia.org/wiki/December_4,December 4,Not stated in source,Wikipedia — December 4,Exact date as listed,Politics and governance,South Africa,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,69
5,CE,1456,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-01,Conflict / political violence,"On 5 December 1456 CE, The first of two earthquakes measuring M w 7.2 strikes Italy, causing extreme destruction and killing upwards of 70,000 people.","The first of two earthquakes measuring M w 7.2 strikes Italy, causing extreme destruction and killing upwards of 70,000 people.",5 December 1456 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,Italy,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,100
5,CE,1941,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-02,Conflict / political violence,"On 5 December 1941 CE, World War II: In the Battle of Moscow, Georgy Zhukov launches a massive Soviet counter-attack against the German army.","World War II: In the Battle of Moscow, Georgy Zhukov launches a massive Soviet counter-attack against the German army.",5 December 1941 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,Germany,Calendar system not specified by source,Target met,International / transnational,Secondary reference source,20,Verified against cited date-page entry,20,97
5,CE,1936,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-03,Political change,"On 5 December 1936 CE, The Soviet Union adopts a new constitution and the Kirghiz Soviet Socialist Republic is established as a full Union Republic of the USSR.",The Soviet Union adopts a new constitution and the Kirghiz Soviet Socialist Republic is established as a full Union Republic of the USSR.,5 December 1936 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Politics and governance,Russia,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,93
5,CE,1964,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-5-04,Conflict / political violence,"On 5 December 1964 CE, Vietnam War: For his heroism in battle earlier in the year, Captain Roger Donlon is awarded the first Medal of Honor of the war.","Vietnam War: For his heroism in battle earlier in the year, Captain Roger Donlon is awarded the first Medal of Honor of the war.",5 December 1964 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,Vietnam,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,93
5,CE,1919,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-5-05,Conflict / political violence,"On 5 December 1919 CE, Ukrainian War of Independence: The Polonsky conspiracy is suppressed and its participants are executed by the Kontrrazvedka.",Ukrainian War of Independence: The Polonsky conspiracy is suppressed and its participants are executed by the Kontrrazvedka.,5 December 1919 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,89
5,CE,1757,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-5-06,Conflict / political violence,"On 5 December 1757 CE, Seven Years' War: Battle of Leuthen: Frederick II of Prussia leads Prussian forces to a decisive victory over Austrian forces under Prince Charles Alexander of Lorraine.",Seven Years' War: Battle of Leuthen: Frederick II of Prussia leads Prussian forces to a decisive victory over Austrian forces under Prince Charles Alexander of Lorraine.,5 December 1757 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
5,CE,1995,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-5-07,Conflict / political violence,"On 5 December 1995 CE, Sri Lankan Civil War: Sri Lanka's government announces the conquest of the Tamil stronghold of Jaffna.",Sri Lankan Civil War: Sri Lanka's government announces the conquest of the Tamil stronghold of Jaffna.,5 December 1995 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,80
5,CE,2005,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-08,Political change,"On 5 December 2005 CE, The Civil Partnership Act comes into effect in the United Kingdom, and the first civil partnership is registered there.","The Civil Partnership Act comes into effect in the United Kingdom, and the first civil partnership is registered there.",5 December 2005 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Politics and governance,United Kingdom,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,78
5,CE,1033,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-5-09,Disaster,"On 5 December 1033 CE, The Jordan Rift Valley earthquake destroys multiple cities across the Levant, triggers a tsunami and kills many.","The Jordan Rift Valley earthquake destroys multiple cities across the Levant, triggers a tsunami and kills many.",5 December 1033 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Disaster and accident,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
5,CE,1977,December,Date page uses modern date presentation; original calendar date is not stated.,Asia,GHC-DEC-5-10,Conflict / political violence,"On 5 December 1977 CE, Egypt breaks diplomatic relations with Syria, Libya, Algeria, Iraq and South Yemen in retaliation to preventing President Anwar el-Sadat from pursuing negotiations with Israel at the Tripoli confer.","Egypt breaks diplomatic relations with Syria, Libya, Algeria, Iraq and South Yemen in retaliation to preventing President Anwar el-Sadat from pursuing negotiations with Israel at the Tripoli confer.",5 December 1977 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,Iraq,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,77
5,CE,1955,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-5-11,Legal and social change,"On 5 December 1955 CE, The Civil Rights Movement: the Montgomery bus boycott begins, led by E. D. Nixon and Rosa Parks.","The Civil Rights Movement: the Montgomery bus boycott begins, led by E. D. Nixon and Rosa Parks.",5 December 1955 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Law and society,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,76
5,CE,1943,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-12,Conflict / political violence,"On 5 December 1943 CE, World War II: Allied air forces begin attacking Germany's secret weapons bases in Operation Crossbow.",World War II: Allied air forces begin attacking Germany's secret weapons bases in Operation Crossbow.,5 December 1943 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,Germany,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,75
5,CE,1933,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-5-13,Political change,"On 5 December 1933 CE, The Twenty-first Amendment to the United States Constitution is ratified, repealing Prohibition in the United States.","The Twenty-first Amendment to the United States Constitution is ratified, repealing Prohibition in the United States.",5 December 1933 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Politics and governance,United States,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,73
5,CE,2001,December,Date page uses modern date presentation; original calendar date is not stated.,Global / transnational,GHC-DEC-5-14,Science / technology,"On 5 December 2001 CE, Space Shuttle Endeavour launches on STS-108, carrying the Expedition 4 crew to the International Space Station.","Space Shuttle Endeavour launches on STS-108, carrying the Expedition 4 crew to the International Space Station.",5 December 2001 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Science and technology,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,71
5,CE,1082,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-5-15,Historical event,"On 5 December 1082 CE, Ramon Berenguer II, Count of Barcelona is assassinated, most likely by his brother, Berenguer Ramon II.","Ramon Berenguer II, Count of Barcelona is assassinated, most likely by his brother, Berenguer Ramon II.",5 December 1082 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,General history,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
5,CE,1560,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-16,Political change,"On 5 December 1560 CE, Ten-year-old Charles IX becomes king of France, with Queen Mother Catherine de' Medici as regent.","Ten-year-old Charles IX becomes king of France, with Queen Mother Catherine de' Medici as regent.",5 December 1560 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Politics and governance,France,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
5,CE,1770,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-5-17,Conflict / political violence,"On 5 December 1770 CE, 29th Regiment of Foot privates Hugh Montgomery and Matthew Kilroy are found guilty for the manslaughter of Crispus Attucks and Samuel Gray respectively in the Boston Massacre.",29th Regiment of Foot privates Hugh Montgomery and Matthew Kilroy are found guilty for the manslaughter of Crispus Attucks and Samuel Gray respectively in the Boston Massacre.,5 December 1770 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
5,CE,1865,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-18,Conflict / political violence,"On 5 December 1865 CE, Chincha Islands War: Peru allies with Chile against Spain.",Chincha Islands War: Peru allies with Chile against Spain.,5 December 1865 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,Spain,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
5,CE,1941,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-19,Conflict / political violence,"On 5 December 1941 CE, World War II: Great Britain declares war on Finland, Hungary and Romania.","World War II: Great Britain declares war on Finland, Hungary and Romania.",5 December 1941 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Military and conflict,Romania,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
5,CE,1958,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-5-20,Political change,"On 5 December 1958 CE, Subscriber Trunk Dialling (STD) is inaugurated in the United Kingdom by Queen Elizabeth II when she speaks to the Lord Provost in a call from Bristol to Edinburgh.",Subscriber Trunk Dialling (STD) is inaugurated in the United Kingdom by Queen Elizabeth II when she speaks to the Lord Provost in a call from Bristol to Edinburgh.,5 December 1958 CE,https://en.wikipedia.org/wiki/December_5,December 5,Not stated in source,Wikipedia — December 5,Exact date as listed,Politics and governance,United Kingdom,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,65
6,CE,1803,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-6-01,Conflict / political violence,"On 6 December 1803 CE, Five French warships attempting to escape the Royal Naval blockade of Saint-Domingue are all seized by British warships, signifying the end of the Haitian Revolution.","Five French warships attempting to escape the Royal Naval blockade of Saint-Domingue are all seized by British warships, signifying the end of the Haitian Revolution.",6 December 1803 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Military and conflict,United Kingdom,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,87
6,CE,1939,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-6-02,Conflict / political violence,"On 6 December 1939 CE, Winter War: The Red Army's advance on the Karelian Isthmus is stopped by Finns at the Mannerheim Line during the Battle of Taipale.",Winter War: The Red Army's advance on the Karelian Isthmus is stopped by Finns at the Mannerheim Line during the Battle of Taipale.,6 December 1939 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Military and conflict,,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
6,CE,1957,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-6-03,Conflict / political violence,"On 6 December 1957 CE, Project Vanguard: A launchpad explosion of Vanguard TV3 thwarts the first United States attempt to launch a satellite into Earth orbit.",Project Vanguard: A launchpad explosion of Vanguard TV3 thwarts the first United States attempt to launch a satellite into Earth orbit.,6 December 1957 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,85
6,CE,1917,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-6-04,Political change,"On 6 December 1917 CE, Finland declares independence from the Russian Empire.",Finland declares independence from the Russian Empire.,6 December 1917 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Politics and governance,Russia,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,83
6,CE,1941,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-6-05,Conflict / political violence,"On 6 December 1941 CE, World War II: Camp X opens in Canada to begin training Allied secret agents for the war.",World War II: Camp X opens in Canada to begin training Allied secret agents for the war.,6 December 1941 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Military and conflict,Canada,Calendar system not specified by source,Target met,International,Secondary reference source,20,Verified against cited date-page entry,20,75
6,CE,1917,December,Date page uses modern date presentation; original calendar date is not stated.,North America,GHC-DEC-6-06,Conflict / political violence,"On 6 December 1917 CE, World War I: USS Jacob Jones is the first American destroyer to be sunk by enemy action when it is torpedoed by German submarine SM U-53.",World War I: USS Jacob Jones is the first American destroyer to be sunk by enemy action when it is torpedoed by German submarine SM U-53.,6 December 1917 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Military and conflict,United States,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,73
6,CE,1977,December,Date page uses modern date presentation; original calendar date is not stated.,Africa,GHC-DEC-6-07,Political change,"On 6 December 1977 CE, South Africa grants independence to Bophuthatswana, although it is not recognized by any other country.","South Africa grants independence to Bophuthatswana, although it is not recognized by any other country.",6 December 1977 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Politics and governance,South Africa,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,69
6,CE,1998,December,Date page uses modern date presentation; original calendar date is not stated.,South America,GHC-DEC-6-08,Political change,"On 6 December 1998 CE, in Venezuela, Hugo Chávez is victorious in presidential elections.","in Venezuela, Hugo Chávez is victorious in presidential elections.",6 December 1998 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Politics and governance,Venezuela,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,69
6,CE,1060,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-6-09,Political change,"On 6 December 1060 CE, Béla I is crowned king of Hungary.",Béla I is crowned king of Hungary.,6 December 1060 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Politics and governance,Hungary,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
6,CE,1648,December,Date page uses modern date presentation; original calendar date is not stated.,,GHC-DEC-6-10,Political change,"On 6 December 1648 CE, Pride's Purge removes royalist sympathizers from Parliament so that the High Court of Justice could put the King on trial.",Pride's Purge removes royalist sympathizers from Parliament so that the High Court of Justice could put the King on trial.,6 December 1648 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Politics and governance,,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
6,CE,1921,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-6-11,Political change,"On 6 December 1921 CE, The Anglo-Irish Treaty is signed in London by British and Irish representatives.",The Anglo-Irish Treaty is signed in London by British and Irish representatives.,6 December 1921 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Politics and governance,United Kingdom,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
6,CE,1922,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-6-12,Political change,"On 6 December 1922 CE, Ireland is partitioned, with Northern Ireland and the Irish Free State coming into existence, one year to the day after the signing of the Anglo-Irish Treaty.","Ireland is partitioned, with Northern Ireland and the Irish Free State coming into existence, one year to the day after the signing of the Anglo-Irish Treaty.",6 December 1922 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Politics and governance,Ireland,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
6,CE,1928,December,Date page uses modern date presentation; original calendar date is not stated.,South America,GHC-DEC-6-13,Conflict / political violence,"On 6 December 1928 CE, The government of Colombia sends military forces to suppress a month-long strike by United Fruit Company workers, resulting in an unknown number of deaths.","The government of Colombia sends military forces to suppress a month-long strike by United Fruit Company workers, resulting in an unknown number of deaths.",6 December 1928 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,Military and conflict,Colombia,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
6,CE,1956,December,Date page uses modern date presentation; original calendar date is not stated.,Europe,GHC-DEC-6-14,Historical event,"On 6 December 1956 CE, A violent water polo match between Hungary and the USSR takes place during the 1956 Summer Olympics in Melbourne, against the backdrop of the Hungarian Revolution of 1956.","A violent water polo match between Hungary and the USSR takes place during the 1956 Summer Olympics in Melbourne, against the backdrop of the Hungarian Revolution of 1956.",6 December 1956 CE,https://en.wikipedia.org/wiki/December_6,December 6,Not stated in source,Wikipedia — December 6,Exact date as listed,General history,Hungary,Calendar system not specified by source,Target met,National / regional,Secondary reference source,20,Verified against cited date-page entry,20,67
